CIK,Ticker,Name
,CADOX,Columbia Minnesota Tax-Exempt Inst2
,HWCAX,Hotchkis & Wiley Disciplined Value A
,CNYZX,Columbia Strat New York Muncpl Inc Inst
,CNYRX,Columbia Strat New York Muncpl Inc Inst2
,BSCFX,Baron Small Cap Retail
,TMSIX,Thrivent Mid Cap Stock S
,JMEEX,JPMorgan Mid Cap Equity R5
,JPPEX,JPMorgan Mid Cap Equity R6
,MIOFX,Marsico International Opportunities
,AIMOX,AQR International Momentum Style I
,QIORX,AQR International Momentum Style R6
,TRRHX,T. Rowe Price Retirement 2025
,BVPIX,Baywood ValuePlus Institutional
,PARJX,T. Rowe Price Retirement 2025 Advisor
,GHVIX,GMO High Yield VI
,GMOZX,GMO High Yield I
,RRTNX,T. Rowe Price Retirement 2025 R
,DPIIX,Destra Flaherty & Crumrine Preferred and Income Fund
,APDDX,Artisan Global Discovery Fund
,HNMVX,Harbor Mid Cap Value Retirement
,PTIMX,Performance Trust Municipal Bond Instl
,SIUPX,Guggenheim Core Bond Fund P
,GIUSX,Guggenheim Core Bond Fund Institutional
,GMCDX,GMO Emerging Country Debt Fund
,TRTZX,T. Rowe Price Mid-Cap Value Z
,GMOQX,GMO Emerging Country Debt Fund
,SREYX,SEI Real Estate Y (SIMT)
,TRMCX,T. Rowe Price Mid-Cap Value
,PARAX,T. Rowe Price Retirement 2010 Advisor
,STARX,Astor Sector Allocation I
,TAMVX,T. Rowe Price Mid-Cap Value Adv
,TSMPX,Nuveen Lifestyle Moderate Premier
,FTRNX,Fidelity Trend
,AIFRX,abrdn Global Infrastructure Instl
,CLDIX,Calvert Core Bond I
,CLDRX,Calvert Core Bond Income R6
,CLDAX,Calvert Core Bond A
,QCELX,AQR Large Cap Multi-Style I
,QCERX,AQR Large Cap Multi-Style R6
,ASPGX,Astor Sector Allocation A
,JLVMX,JPMorgan Large Cap Value R6
,MOJAX,Donoghue Forlines Momentum A
,RRMVX,T. Rowe Price Mid-Cap Value R
,OLVTX,JPMorgan Large Cap Value R3
,HNDRX,Horizon Defined Risk Investor
,FFFDX,Fidelity Freedom 2020
,HADRX,Horizon Defined Risk Advisor
,PJEQX,PGIM US Real Estate R6
,FSNOX,Fidelity Freedom 2020 K
,PJEZX,PGIM US Real Estate Z
,RPTTX,T. Rowe Price Diversified Mid Cap Gr I
,PJEAX,PGIM US Real Estate A
,ACFSX,American Century Focused Dynamic Gr I
,FNGLX,Fidelity Advisor Freedom 2060 K6
,WFLLX,Allspring Large Cap Core Admin
,PRDMX,T. Rowe Price Diversified Mid Cap Gr
,JIMEX,Johnson Institutional Intermediate Bd F
,FFFPX,Fidelity Advisor Freedom 2050 I
,TRRBX,T. Rowe Price Retirement 2020
,EGOIX,Allspring Large Cap Core Inst
,EGORX,Allspring Large Cap Core R6
,MXXIX,Marsico Midcap Growth Focus Fund
,FEGRX,First Eagle Global R6
,SGIIX,First Eagle Global I
,PARBX,T. Rowe Price Retirement 2020 Advisor
,SGENX,First Eagle Global A
,EGOAX,Allspring Large Cap Core A
,FCLIX,Fidelity Advisor Industrials I
,PTIAX,Performance Trust Total Return Bd Inst
,NOANX,Natixis Oakmark N
,VEGBX,Vanguard Emerging Markets Bond Admiral
,VGCAX,Vanguard Global Credit Bond Admiral
,MRIMX,Victory Integrity Mid-Cap Value R6
,VEIRX,Vanguard Equity Income Fund
,MYIMX,Victory Integrity Mid-Cap Value Y
,SLMCX,Columbia Seligman Tech & Info A
,STMGX,American Beacon Stephens Mid-Cap Growth Fund
,GIBIX,Guggenheim Total Return Bond Instl
,GIBAX,Guggenheim Total Return Bond A
,PTMQX,PGIM Quant Solutions Large-Cap Cor Eq R6
,FGTKX,Fidelity Freedom 2030 K6
,CCOYX,Columbia Seligman Technology and Information Fund
,VTMFX,Vanguard Tax-Managed Balanced Adm
,MNNYX,Victory Munder Multi-Cap Y
,FCLTX,Fidelity Advisor Industrials M
,FESGX,First Eagle Global C
,SCMIX,Columbia Seligman Tech & Info Inst2
,NECOX,Natixis Oakmark C
,TRRCX,T. Rowe Price Retirement 2030
,SMFYX,American Beacon Stephens Mid-Cap Gr Y
,FIFFX,Fidelity Advisor Freedom 2040 I
,TRRJX,T. Rowe Price Retirement 2035
,SLVAX,Columbia Select Large Cap Value A
,CCIFX,Columbia Seligman Technology And Info S
,CCIZX,Columbia Seligman Tech & Info Inst
,VEIPX,Vanguard Equity Income Fund
,SCIRX,Columbia Seligman Tech & Info R
,NOIEX,Northern Income Equity
,AIONX,AQR International Momentum Style N
,KCVIX,Knights of Columbus Large Cap Value I
,PARCX,T. Rowe Price Retirement 2030 Advisor
,RYMDX,Rydex Mid-Cap 1.5x Strategy H
,FIKEX,Fidelity Advisor Industrials Z
,FKGLX,Fidelity Advisor Freedom 2040 K6
,RYAHX,Rydex Mid-Cap 1.5x Strategy A
,FVIFX,Fidelity Advisor Value I
,VCOBX,Vanguard Core Bond Fund
,NOLCX,Northern Large Cap Core
,DMAGX,Driehaus Global Fund
,CSJRX,Cohen & Steers Realty Shares R
,CSJZX,Cohen & Steers Realty Shares Z
,FCLAX,Fidelity Advisor Industrials A
,CSJAX,Cohen & Steers Realty Shares A
,CSRSX,Cohen & Steers Realty Shares L
,CSJIX,Cohen & Steers Realty Shares I
,NEFOX,Natixis Oakmark A
,CSJCX,Cohen & Steers Realty Shares C
,CSRIX,Cohen & Steers Instl Realty Shares
,CSRYX,Columbia Select Large Cap Value Inst3
,FDEEX,Fidelity Freedom 2055
,FNSDX,Fidelity Freedom 2055 K
,TMPRX,Touchstone Mid Cap R6
,FCYIX,Fidelity Select Industrials Portfolio
,SNTKX,Steward Values Enhanced International A
,SNTCX,Steward Values Enhanced International I
,SLVIX,Columbia Select Large Cap Value Inst2
,DHTYX,Diamond Hill Select Fund
,CSVGX,Columbia Select Large Cap Value S
,CSVZX,Columbia Select Large Cap Value Inst
,GARIX,Gotham Absolute Return Institutional
,TMDPX,AMG TimesSquare Mid Cap Growth N
,DHLTX,Diamond Hill Select I
,FMSTX,Federated Hermes MDT Large Cap Value IS
,FFTHX,Fidelity Freedom 2035
,FWCFX,Fidelity Advisor Worldwide C
,QRLVX,Federated Hermes MDT Large Cap Value R
,WBAIX,Weitz Conservative Allocation-Instl Cl
,QRSVX,FPA Queens Road Small Cap Value Inv
,CBFYX,Columbia Bond Inst3
,NEOYX,Natixis Oakmark Y
,CNDAX,Columbia Bond A
,UMMDX,Columbia Bond Fund - S
,UMMGX,Columbia Bond Fund
,EPGAX,Fidelity Advisor Equity Growth Fund
,FWTKX,Fidelity Freedom 2035 K6
,FSLZX,Fidelity Advisor Stock Selec Mid Cp Z
,CNFRX,Columbia Bond Inst2
,FSANX,Fidelity Asset Manager 60%
,JHQPX,JPMorgan Hedged Equity R5
,NQVAX,Nuveen Multi Cap Value A
,JHEQX,JPMorgan Hedged Equity I
,GEQYX,GuideStone Funds Equity Index Instl
,FNSFX,Fidelity Freedom 2060 K
,FWTFX,Fidelity Advisor Worldwide M
,SETAX,SEI Institutional Managed Trust Real Estate Fund
,SHGTX,Columbia Seligman Global Tech A
,SEIRX,SEI Real Estate I (SIMT)
,FVLZX,Fidelity Advisor Value Z
,JITLX,JPMorgan SmartRetirement Blend Inc R3
,NEFJX,Natixis Vaughan Nelson Small Cap A
,GMCFX,GMO International Equity Fund
,NELIX,Nuveen Equity Long/Short I
,JAMEX,Jamestown Equity Fund
,HWACX,Hotchkis & Wiley Value Opps C
,CSGAX,Columbia Seligman Global Technology S
,CSGZX,Columbia Seligman Global Tech Inst
,FSMDX,Fidelity Mid Cap Index
,NQVRX,Nuveen Multi Cap Value I
,FAMVX,FAM Value Investor
,MOJOX,Donoghue Forlines Momentum I
,GIBRX,Guggenheim Total Return Bond R6
,GIBLX,Guggenheim Total Return Bond P
,FHGLX,Fidelity Advisor Freedom 2035 K6
,TSIMX,Nuveen Lifestyle Moderate R6
,SHSAX,BlackRock Health Sciences Opps Inv A
,ABLOX,Alger Balanced I-2
,TSMTX,Nuveen Lifestyle Moderate Retirement
,TSMLX,Nuveen Lifestyle Moderate A
,BRMKX,iShares Russell Mid-Cap Index K
,SEHAX,SEI US Equity Factor Allocation A (SIIT)
,BRMIX,iShares Russell Mid-Cap Index Instl
,JIJSX,JPMorgan SmartRetirement Blend Income I
,FATHX,Fidelity Advisor Freedom 2035 Fund
,JIYBX,JPMorgan SmartRetirement Blend Inc R6
,FIJOX,Fidelity Advisor Freedom 2035 Z
,PVFAX,Paradigm Value
,JIBBX,JPMorgan SmartRetirement Blend Inc R5
,GSKPX,Goldman Sachs Tax-Advntgd Gbl Eq P
,JITKX,JPMorgan SmartRetirement Blend Inc R4
,PRIGX,T. Rowe Price Glbl Val Eq Cl I
,ILGJX,Columbia Integrated Large Cap Gr Ins 3
,TRGVX,T. Rowe Price Glbl Val Eq
,FEFIX,Fidelity Advisor Freedom 2030 I
,FGDKX,Fidelity Growth Discovery K
,SHSCX,BlackRock Health Sciences Opps Inv C
,ILGGX,Columbia Integrated Large Cap Gr Instl
,FDSVX,Fidelity Growth Discovery
,FDKQX,Fidelity Advisor Freedom 2060 I
,NELAX,Nuveen Equity Long/Short A
,GINDX,Gotham Index Plus Institutional
,NELCX,Nuveen Equity Long/Short C
,FSTLX,Federated Hermes MDT Large Cap Value R6
,FSTKX,Federated Hermes MDT Large Cap Value Svc
,QCLVX,Federated Hermes MDT Large Cap Value C
,FATKX,Fidelity Freedom 2020 Fund
,FFFHX,Fidelity Freedom 2050
,FFFEX,Fidelity Freedom 2030
,FDGLX,Fidelity Advisor Freedom 2030 K6
,GNNDX,Gotham Index Plus Investor
,PARKX,T. Rowe Price Retirement 2035 Advisor
,FSTRX,Federated Hermes MDT Large Cap Value A
,BHSRX,BlackRock Health Sciences Opportunities Portfolio
,FNSBX,Fidelity Freedom 2050 K
,FSNQX,Fidelity Freedom 2030 K
,SHSKX,BlackRock Health Sciences Opps K
,FZTKX,Fidelity Freedom 2050 K6
,HBLVX,Hartford Balanced Income R6
,SHSSX,BlackRock Health Sciences Opps Instl
,FAGCX,Fidelity Advisor Growth Opps I
,FAGAX,Fidelity Advisor Growth Opps A
,FZAHX,Fidelity Advisor Growth Opps Z
,FIJNX,Fidelity Advisor Freedom 2030 Z
,GBATX,GMO Strategic Opportunities Allc III
,JHQRX,JPMorgan Hedged Equity R6
,FAGOX,Fidelity Advisor Growth Opps M
,EPGCX,Fidelity Advisor Equity Growth Fund
,FWWFX,Fidelity Worldwide
,ILGCX,Columbia Integrated Large Cap Gr A
,FIJTX,Fidelity Advisor Freedom 2060 Z
,HFCSX,Hennessy Focus Investor
,FFFGX,Fidelity Freedom 2045
,FFFIX,Fidelity Advisor Freedom 2045 I
,FTVCX,FullerThaler Behav Md-Cp Val C
,JHQAX,JPMorgan Hedged Equity A
,TRIGX,T. Rowe Price International Value Eq
,SIBAX,Sit Balanced
,SBACX,Touchstone Balanced C
,SHISX,BlackRock Health Sciences Opps Svc
,SEBLX,Touchstone Balanced A
,FWIFX,Fidelity Advisor Worldwide I
,FSPCX,Fidelity Select Insurance Port
,FIDFX,Fidelity Advisor Mid Cap Value Z
,TQMIX,AMG TimesSquare Mid Cap Growth I
,FMPOX,Fidelity Advisor Mid Cap Value I
,JHQCX,JPMorgan Hedged Equity C
,HFMDX,Hennessy Cornerstone Mid Cap 30 Inv
,TRTIX,T. Rowe Price International Value Eq I
,VRREX,Virtus Duff & Phelps Real Estate Secs R6
,SIBLX,Touchstone Balanced Y
,FAMRX,Fidelity Asset Manager 85%
,TBARX,Touchstone Balanced R6
,PHRAX,Virtus Duff & Phelps Real Estate Secs A
,FACGX,Fidelity Advisor Growth Opps C
,TRLNX,T. Rowe Price Retirement 2060 I
,FEYIX,Fidelity Advisor Asset Manager 85% I
,HFCIX,Hennessy Focus Institutional
,UBVTX,Undiscovered Managers Behavioral Value Fund
,TRRNX,T. Rowe Price Retirement 2055
,PHRIX,Virtus Duff & Phelps Real Estate Secs I
,GWOAX,GMO Global Developed Equity Allc III
,FZAFX,Fidelity Advisor Equity Growth Z
,FFEGX,Fidelity Freedom Index 2030 Instl Prem
,CIHEX,Calamos Hedged Equity I
,LYRIX,Lyrical U.S. Value Equity Fund
,ISCIX,Federated Hermes Intl Small-Mid Co IS
,CAHEX,Calamos Hedged Equity A
,KCVSX,Knights of Columbus Large Cap Value Fund
,ALGYX,Alger Focus Equity Y
,VBAIX,Vanguard Balanced Index Fund
,VBIAX,Vanguard Balanced Index Fund
,VBINX,Vanguard Balanced Index Fund
,VSCGX,Vanguard LifeStrategy Cnsrv Gr Inv
,MGQSX,Morgan Stanley Inst Global Stars R6
,MGQIX,Morgan Stanley Inst Global Stars I
,ALAFX,Alger Focus Equity A
,EQPGX,Fidelity Advisor Equity Growth Fund
,UMPIX,ProFunds UltraMid Cap Fund
,FTQGX,Fidelity Focused Stock
,FSFOX,Fidelity Advisor Focused Stock
,UBVCX,Undiscovered Managers Behavioral Value Fund Class C
,FSFNX,Fidelity Advisor Focused Stock
,FAFFX,Fidelity Advisor Freedom 2040 A
,VSCNX,Natixis Vaughan Nelson Small Cap N
,FIJPX,Fidelity Advisor Freedom 2040 Z
,FSFGX,Fidelity Advisor Focused Stock
,NEJYX,Natixis Vaughan Nelson Small Cap Y
,GMOIX,GMO International Equity Fund
,FSFJX,Fidelity Advisor Focused Stock
,USBLX,Victory Growth and Tax Strategy Fund
,WIREX,Wireless
,UBVAX,Undiscovered Managers Behavioral Value Fund
,UGTIX,Victory Growth and Tax Strategy Fund
,CTFAX,Columbia Thermostat A
,UBVFX,Undiscovered Managers Behavioral Value Fund Class R6
,UGTAX,Victory Growth and Tax Strategy Fund
,FSFMX,Fidelity Advisor Focused Stock
,UBVLX,Undiscovered Managers Behavioral Value Fund
,UMPSX,ProFunds UltraMid Cap Fund
,VWELX,Vanguard Wellington Inv
,JRBYX,JPMorgan SmartRetirement Blend 2030 R6
,UBVVX,Undiscovered Managers Behavioral Value Fund
,DFFCX,Davis Financial C
,RPFGX,Davis Financial A
,ISCAX,Federated Hermes Intl Small-Mid Co A
,CQTRX,Columbia Thermostat Inst2
,FTFFX,Fidelity Advisor Freedom 2040 M
,UBVSX,Undiscovered Managers Behavioral Value Fund Class I
,CYYYX,Columbia Thermostat Inst3
,DVFYX,Davis Financial Fund
,FZANX,Fidelity Advisor New Insights Z
,CCHEX,Calamos Hedged Equity C
,TRRKX,T. Rowe Price Retirement 2045
,FCTKX,Fidelity Freedom 2055 K6
,UBVUX,Undiscovered Managers Behavioral Value Fund
,UBVRX,Undiscovered Managers Behavioral Value Fund Class R2
,ALZFX,Alger Focus Equity Z
,ALGRX,Alger Focus Equity I
,FINSX,Fidelity Advisor New Insights I
,COTDX,Columbia Thermostat S
,COTZX,Columbia Thermostat Inst
,LOGSX,Live Oak Health Sciences
,TRLUX,T. Rowe Price Lrg Cp Va Inv
,ALCFX,Alger Focus Equity C
,BGVIX,Brandes Global Equity Fund
,VWENX,Vanguard Wellington Admiral
,TFGRX,Touchstone Mid Cap Growth R6
,GCPAX,Gateway Equity Call Premium A
,PWTAX,UBS US Allocation A
,GCPNX,Gateway Equity Call Premium N
,IFAIX,Meeder Conservative Allocation Instl
,IFAAX,Meeder Conservative Allocation Adviser
,FOBPX,Tributary Balanced Instl Plus
,TRZLX,T. Rowe Price US Large-Cap Core Z
,FSNUX,Fidelity Freedom 2035 K
,SMTIX,JPMorgan SmartRetirement 2040 Fund
,PGRQX,PGIM Global Real Estate R6
,AGFIX,AB Growth I
,FTVAX,FullerThaler Behav Md-Cp Val A
,VSMGX,Vanguard LifeStrategy Mod Gr Inv Shrs
,TEGAX,Touchstone Mid Cap Growth A
,TQGIX,T. Rowe Price Integrated Global Eq I
,FSNIX,Fidelity Advisor Asset Manager 60% I
,FIQAX,Fidelity Advisor Asset Manager 60% Z
,FIXIX,Fidelity Advisor Intl Small Cap I
,TSRLX,Touchstone Large Cap Focused R6
,FIQIX,Fidelity Advisor Intl Small Cap Z
,SCRLX,Touchstone Large Cap Focused Instl
,FHFIX,Fidelity Advisor Freedom 2055 I
,TEGYX,Touchstone Mid Cap Growth Y
,SICWX,Touchstone Large Cap Focused Y
,SENCX,Touchstone Large Cap Focused A
,AGRFX,AB Growth A
,HIMDX,Hennessy Cornerstone Mid Cap 30 Instl
,FMGIX,Frontier MFG Core Infrastructure Instl
,TGDIX,TCW Relative Value Large Cap I
,BGVCX,Brandes Global Equity Fund
,FGILX,Fidelity Global Equity Income
,FSMVX,Fidelity Mid Cap Value
,MLMSX,Morgan Stanley Instl Global Core R6
,TRLGX,T. Rowe Price Lrg Cp Gr I
,AGRYX,AB Growth Advisor
,MLMIX,Morgan Stanley Instl Global Core I
,PWTYX,UBS US Allocation P
,ISCCX,Federated Hermes Intl Small-Mid Co C
,TGDVX,TCW Relative Value Large Cap N
,FBGLX,Fidelity Advisor Freedom 2055 K6
,CAMRX,Calvert Moderate Allocation R6
,FNIAX,Fidelity Advisor New Insights A
,IRSOX,Voya Target Retirement 2040 I
,VTRKX,Voya Target Retirement 2040 R6
,FNICX,Fidelity Advisor New Insights C
,FOCPX,Fidelity OTC
,QIBGX,Federated Hermes MDT Balanced IS
,MLMAX,Morgan Stanley Instl Global Core A
,NWALX,Nationwide BNY Mellon Dyn US Eq Inc A
,NWAMX,Nationwide BNY Mellon Dyn US Eq Inc K
,NWANX,Nationwide BNY Mellon Dyn US Eq Inc R6
,QKBGX,Federated Hermes MDT Balanced R6
,FNITX,Fidelity Advisor New Insights M
,NWAOX,Nationwide BNY Mellon Dyn US Eq Inc I.S
,FFSIX,Fidelity Advisor Financials I
,NWAPX,Nationwide BNY Mellon Dyn US Eq Inc Egl
,FIKBX,Fidelity Advisor Financials Z
,QABGX,Federated Hermes MDT Balanced A
,CIGEX,Calamos Global Equity I
,ACGQX,Invesco Growth and Income R5
,GIFFX,Invesco Growth and Income R6
,ACGLX,Invesco Growth and Income R
,TEBRX,Teberg
,ACGMX,Invesco Growth and Income Y
,VASGX,Vanguard LifeStrategy Growth Fund
,ACGIX,Invesco Growth and Income A
,FIPFX,Fidelity Freedom Index 2050 Investor
,FFOPX,Fidelity Freedom Index 2050 Instl Prem
,LIPAX,BlackRock LifePath Index 2050 Fund
,PAIGX,T. Rowe Price International Value Eq Adv
,FSLBX,Fidelity Select Brokerage & Inv Mgmt
,FITHX,Fidelity Advisor Freedom 2035 I
,FLUIX,Fidelity Advisor Stk Selec Lg Cp Val I
,HWGAX,Hotchkis & Wiley Global Value A
,FPBFX,Fidelity Pacific Basin
,FSLVX,Fidelity Stk Selec Lg Cp Val
,KTCSX,DWS Science and Technology S
,JPYRX,JPMorgan SmartRetirement Blend 2035 R6
,JPBRX,JPMorgan SmartRetirement Blend 2035 R5
,SLRYX,SEI Large Cap Growth Y (SIMT)
,JPTKX,JPMorgan SmartRetirement Blend 2035 R4
,TEGIX,Touchstone Mid Cap Growth Inst
,QCBGX,Federated Hermes MDT Balanced C
,TROZX,T. Rowe Price International Value Eq Z
,GIOTX,GMO Intl Developed Equity Allc III
,FSCZX,Fidelity Advisor Stk Selec Lg Cp Val Z
,FIDSX,Fidelity Select Financials Port
,RRIGX,T. Rowe Price International Value Eq R
,FAFDX,Fidelity Advisor Financials A
,PRISX,T. Rowe Price Financial Services
,FLUAX,Fidelity Advisor Stk Selec Lg Cp Val A
,TFIFX,T. Rowe Price Financial Services I
,JOBBX,JPMorgan SmartRetirement Blend 2040 R5
,FBAKX,Fidelity Balanced Fund
,FBALX,Fidelity Balanced Fund
,FBAVX,Fidelity Puritan Trust - Advisor Balanced Fund
,FBAOX,Fidelity Puritan Trust - Advisor Balanced Fund
,FBAQX,Fidelity Puritan Trust - Advisor Balanced Fund
,FBARX,Fidelity Puritan Trust - Advisor Balanced Fund
,UGTCX,Victory Growth and Tax Strategy Fund
,PRGSX,T. Rowe Price Global Stock
,ATWYX,AB Tax-Managed Wealth Apprec Strat Adv
,FITLX,Fidelity U.S. Sustainability Index
,PGKAX,PGIM Jennison Technology A
,MLMCX,Morgan Stanley Instl Global Core C
,NQGIX,Nuveen Global Equity Income I
,MBXFX,Catalyst/Millburn Hedge Strategy C-1
,VGWAX,Vanguard Global Wellington Admiral
,VQNPX,Vanguard Growth & Income Inv
,BGEAX,Brandes Global Equity Fund
,TQVAX,T. Rowe Price Integrated US LCV Eq Adv
,TQVIX,T. Rowe Price Integrated US LCV Eq I
,VGIAX,Vanguard Growth and Income Fund
,LIHKX,BlackRock LifePath Index 2045 Fund
,CAGEX,Calamos Global Equity A
,LIHIX,BlackRock LifePath Index 2045 Fund
,FNCMX,Fidelity Nasdaq Composite Index
,FISMX,Fidelity International Small Cap
,TQMVX,T. Rowe Price Integrated US LCV Eq
,KTCAX,DWS Science and Technology A
,AGRDX,American Century Growth R6
,PAGSX,T. Rowe Price Global Stock Adv
,CBLAX,Columbia Balanced A
,CLREX,Columbia Balanced Inst2
,TWGIX,American Century Growth Fund
,CBALX,Columbia Balanced Inst
,VRSAX,Voya Target Retirement 2060 I
,FMIYX,FMI International Institutional
,VITNX,Vanguard Instl Ttl Stk Mkt Idx I
,VGWLX,Vanguard Global Wellington Investor
,FFNOX,Fidelity Multi-Asset Index
,KTCIX,DWS Science and Technology Inst
,JLGMX,JPMorgan Large Cap Growth R6
,GVEQX,Government Street Equity
,OLGCX,JPMorgan Large Cap Growth C
,MBXIX,Catalyst/Millburn Hedge Strategy I
,JARIX,Easterly Global Real Estate Fund
,NESNX,Natixis US Equity Opportunities N
,CBAIX,Calvert Balanced I
,CBARX,Calvert Balanced R6
,AIGOX,Alger Growth & Income I-2
,FGEAX,Fidelity Advisor Glbl Capital Apprec A
,NESYX,Natixis US Equity Opportunities Y
,JLGZX,JPMorgan Large Cap Growth R2
,SMTYX,JPMorgan SmartRetirement 2040 R6
,TRLCX,Nuveen Large Cap Value Retire
,MBXAX,Catalyst/Millburn Hedge Strategy A
,AGVHX,American Funds Global Insight F-3
,OLGAX,JPMorgan Large Cap Growth A
,JLGRX,JPMorgan Large Cap Growth R5
,CTFDX,Columbia Thermostat C
,FOCKX,Fidelity OTC K
,SEEGX,JPMorgan Large Cap Growth I
,JLGQX,JPMorgan Large Cap Growth R4
,USAWX,Victory Sustainable World Fund
,SMTQX,JPMorgan SmartRetirement 2040 R4
,VITPX,Vanguard Instl Ttl Stk Mkt Idx InstlPls
,QRVLX,FPA Queens Road Value
,EICOX,Eaton Vance Emerg & Frntr Countrs Eq I
,FEUIX,Fidelity Advisor Glbl Capital Apprec I
,CBDYX,Columbia Balanced Inst3
,CSIFX,Calvert Balanced A
,JORNX,Janus Henderson Global Select T
,JSLNX,Janus Henderson Global Select N
,JANRX,Janus Henderson Global Select Fund
,EACOX,Eaton Vance Emerging and Frontier Countries Equity Fund
,CMAAX,Calvert Moderate Allocation A
,TAAIX,Thrivent Aggressive Allocation S
,NEFSX,Natixis US Equity Opportunities A
,LIPIX,BlackRock LifePath Index 2050 Fund
,LIPKX,BlackRock LifePath Index 2050 Fund
,CBLRX,Columbia Balanced R
,TRAIX,T. Rowe Price Capital Appreciation I
,FOTHX,Fidelity Advisor OTC Fund - Cla
,FOTJX,Fidelity Advisor OTC Fund - Cla
,PRWCX,T. Rowe Price Capital Appreciation
,MBXCX,Catalyst/Millburn Hedge Strategy C
,CBABX,Columbia Balanced Fund S
,FOTDX,Fidelity Advisor OTC Fund - Cla
,JGIRX,JPMorgan U.S. GARP Equity Fund
,JOBYX,JPMorgan SmartRetirement Blend 2040 R6
,FOTEX,Fidelity Advisor OTC Fund - Cla
,LIPPX,BlackRock LifePath Index 2050 Fund
,PGKRX,PGIM Jennison Technology R6
,NMIDX,Columbia Large Cap Enhanced Core S
,FOTGX,Fidelity Advisor OTC Fund - Cla
,PGKZX,Prudential Investment Portfolios 12 - PGIM Jennison Technology Fund
,TAAAX,Thrivent Aggressive Allocation A
,JPGSX,JPMorgan U.S. GARP Equity I
,FBAUX,Fidelity Puritan Trust - Advisor Balanced Fund
,JORRX,Janus Henderson Global Select R
,JIGAX,JPMorgan U.S. GARP Equity A
,ARANX,Horizon Active Risk Assist Fund
,ARAAX,Horizon Active Risk Assist Fund
,PACLX,T. Rowe Price Capital Appreciation Adv
,VMMSX,Vanguard Emerg Mkts Sel Stk Inv
,FGSIX,Federated Hermes MDT Mid Cap Growth IS
,VWNAX,Vanguard Windsor II Admiral
,MLNCX,Morgan Stanley Instl Glbl Concntr C
,VWNFX,Vanguard Windsor II Inv
,JNTLX,JPMorgan SmartRetirement Blend 2045 R4
,NUEIX,Northern US Quality ESG I
,WLCGX,Wilshire Large Company Growth Instl
,DTLGX,Wilshire Large Company Growth Portfolio
,MGLBX,Marsico Global
,MUXYX,Victory S&P 500 Index Y
,VPMAX,Vanguard PRIMECAP Adm
,JGISX,JPMorgan U.S. GARP Equity Fund
,QKACX,Federated Hermes MDT All Cap Core R6
,VPMCX,Vanguard PRIMECAP Inv
,LCIAX,SEI Institutional Investments Trust Large Cap Index Fund
,CGIIX,Calamos Growth & Income I
,CVTCX,Calamos Growth & Income C
,FBGKX,Fidelity Blue Chip Growth Fund
,FGSKX,Federated Hermes MDT Mid Cap Growth R6
,ATWAX,AB Tax-Managed Wealth Apprec Strat A
,FBGRX,Fidelity Blue Chip Growth Fund
,QCACX,Federated Hermes MDT All Cap Core C
,VTCIX,Vanguard Tax-Managed Capital App I
,FBCKX,Fidelity Advisor Blue Chip Grow
,FBCJX,Fidelity Advisor Blue Chip Grow
,VTCLX,Vanguard Tax-Managed Capital App Adm
,FBCCX,Fidelity Advisor Blue Chip Growth A
,FGSAX,Federated Hermes MDT Mid Cap Growth A
,FGSCX,Federated Hermes MDT Mid Cap Growth C
,LPHRX,BlackRock LifePath Dyn 2045 R
,JORCX,Janus Henderson Global Select C
,QIACX,Federated Hermes MDT All Cap Core IS
,EIEAX,Eaton Vance Tax-Managed Eq Aset Allc I
,MUOSX,"Morgan Stanley Institutional Fund, Inc. - US Core Portfolio"
,MLNSX,Morgan Stanley Instl Glbl Concntr R6
,MUOIX,"Morgan Stanley Institutional Fund, Inc. - US Core Portfolio"
,FBCEX,Fidelity Advisor Blue Chip Grow
,MLNIX,Morgan Stanley Instl Glbl Concntr I
,AVEMX,Ave Maria Value
,FBCHX,Fidelity Advisor Blue Chip Grow
,SPINX,SEI S&P 500 Index A (SIIT)
,HWGIX,Hotchkis & Wiley Global Value I
,FSPGX,Fidelity Large Cap Growth Idx
,MUOAX,"Morgan Stanley Institutional Fund, Inc. - US Core Portfolio"
,HAORX,Harbor International Core Retirement
,TRLWX,Nuveen Large Cap Value W
,MLNAX,Morgan Stanley Instl Glbl Concntr A
,HAOSX,Harbor International Core Institutional
,TRLIX,Nuveen Large Cap Value R6
,NWZMX,Nationwide Loomis All Cap Gr R6
,TRLHX,Nuveen Large Cap Value I
,AUUIX,AB Select US Equity I
,TRCPX,Nuveen Large Cap Value Premier
,PSIFX,PGIM Quant Solutions Large-Cap Index Z
,LSNGX,Loomis Sayles Global Growth N
,HAONX,Harbor International Core Investor
,QAACX,Federated Hermes MDT All Cap Core A
,MECFX,NYLI Epoch Capital Growth Class I
,ATVPX,Alger 35 Z
,CGTUX,Columbia Global Technology Growth Inst3
,LSGGX,Loomis Sayles Global Growth Y
,USPRX,Victory 500 Index Fund
,TLVIX,Thrivent Large Cap Value S
,USSPX,Victory 500 Index Fund
,WMLIX,Wilmington Large-Cap Strategy Instl
,CVTRX,Calamos Growth & Income A
,CTHCX,Columbia Global Technology Growth C
,CTHRX,Columbia Global Technology Growth Inst2
,CGTDX,Columbia Global Technology Growth S
,CMTFX,Columbia Global Technology Growth Inst
,CGIOX,Calamos Growth and Income R6
,MECDX,NYLI Epoch Capital Growth Class A
