Ticker,Name,Type,Exchange,Beta,52w High,52w Low,52w % Chg,Total Assets,Net Assets,Return (3m),Return (TTM),Yield,Expense R,Holding Turnover,Last Capital Gain,Risk Rating,Overall Rating,Last Div,Div Rate,Div Yield,Div Rate (TTM),Div Yield (TTM),50d Avg,50d Chg,50d % Chg,200d Avg,200d Chg,200d % Chg,Inception,First Trade,Timestamp
FFFEX,Fidelity Freedom 2030,Fund,Nasdaq,1.05,19.28,16.52,5.2631617,32173279232.0,32173279200.0,7.64052,9.53862,0.0189,0.0061000003,0.16,15.0,4.0,4.0,0.027,0.027,1.89,,,18.8278,0.41219902,0.021893105,18.2108,1.0291996,0.05651589,845510400.0,845559000000,2025-08-26 19:28:04.362840-04:00
FDGLX,Fidelity Advisor Freedom 2030 K6,Fund,Nasdaq,1.05,15.42,0.0,3.0893207,2959960832.0,2959960830.0,7.62573,10.04259,0.0233,0.0036000002,0.19,17.0,4.0,4.0,0.037,0.037,2.33,,,15.0674,0.31260014,0.020746786,14.72925,0.65075016,0.044180807,1538438400.0,1496755800000,2025-08-26 19:28:04.779692-04:00
GNNDX,Gotham Index Plus Investor,Fund,Nasdaq,0.96,31.09,23.83,13.2033825,1026592576.0,1026592580.0,14.31276,9.86172,0.0,0.0139999995,1.26,15.0,3.0,5.0,0.08332,0.08332,0.0,,,29.9156,0.93440056,0.031234559,28.36545,2.4845505,0.08759073,1427760000.0,1514903400000,2025-08-26 19:28:05.273793-04:00
PARKX,T. Rowe Price Retirement 2035 Advisor,Fund,Nasdaq,1.08,23.15,19.12,7.4091315,23209633792.0,23209633800.0,7.44275,7.7512,0.014400001,0.0084,0.152,22.0,4.0,4.0,0.3264,0.3264,1.44,,,22.5358,0.5541992,0.024591947,21.6527,1.4372997,0.066379696,1180569600.0,1180618200000,2025-08-26 19:28:05.600997-04:00
FSTRX,Federated Hermes MDT Large Cap Value A,Fund,Nasdaq,0.93,37.55,27.87,1.5606642,1831048832.0,1831048830.0,10.54652,10.76357,0.0081,0.0099,0.69,32.0,4.0,5.0,0.1364,0.1364,0.81,0.36,0.010437808,33.8016,0.7784004,0.023028508,32.7269,1.8531036,0.056623258,1264723200.0,1398951000000,2025-08-26 19:28:05.906299-04:00
BHSRX,BlackRock Health Sciences Opportunities Portfolio,Fund,Nasdaq,0.63,70.74,54.1,-19.17867,6098090496.0,6098090500.0,-4.13613,-2.98978,0.0002,0.0146,0.43,-29.0,2.0,4.0,0.01212,0.01212,0.02,,,57.1552,-0.065200806,-0.0011407677,60.83145,-3.7414513,-0.06150521,1106870400.0,1315575000000,2025-08-26 19:28:06.292739-04:00
FNSBX,Fidelity Freedom 2050 K,Fund,Nasdaq,1.27,15.46,0.0,10.100281,20499013632.0,20499013600.0,11.72974,12.63012,0.013099999,0.0064999997,0.19,20.0,3.0,5.0,0.202,0.202,1.31,,,14.975,0.42499924,0.028380582,14.23575,1.1642494,0.081783496,1149120000.0,1500557400000,2025-08-26 19:28:06.568906-04:00
FSNQX,Fidelity Freedom 2030 K,Fund,Nasdaq,1.05,19.25,0.0,5.2140474,32173279232.0,32173279200.0,7.67285,9.57476,0.020599999,0.0056,0.16,15.0,4.0,4.0,0.03,0.03,2.06,,,18.794,0.40600014,0.021602646,18.18185,1.0181503,0.05599817,845510400.0,1500557400000,2025-08-26 19:28:06.848837-04:00
SHSKX,BlackRock Health Sciences Opps K,Fund,Nasdaq,0.63,78.88,61.26,-17.892313,6098090496.0,6098090500.0,-3.96521,-2.59674,0.0043,0.0075,0.43,-29.0,1.0,4.0,0.29289,0.29289,0.43,,,64.4682,0.20179749,0.0031301863,68.2349,-3.5649033,-0.052244574,1106870400.0,1465824600000,2025-08-26 19:28:07.140105-04:00
FZTKX,Fidelity Freedom 2050 K6,Fund,Nasdaq,1.27,15.44,0.0,10.114777,20499013632.0,20499013600.0,11.82854,12.73171,0.0149,0.0045,0.19,20.0,4.0,5.0,0.229,0.229,1.49,,,14.9544,0.42560005,0.028459854,14.2134,1.1666002,0.082077496,1149120000.0,1496842200000,2025-08-26 19:28:07.421215-04:00
HBLVX,Hartford Balanced Income R6,Fund,Nasdaq,0.87,15.57,13.87,-0.26161075,11778453504.0,11778453500.0,3.83293,5.62093,0.0361,0.0056,0.61,9.0,4.0,4.0,0.27426,0.27426,3.61,,,14.9894,0.2606001,0.017385626,14.81,0.43999958,0.029709626,1275004800.0,1415629800000,2025-08-26 19:28:07.720503-04:00
SHSSX,BlackRock Health Sciences Opps Instl,Fund,Nasdaq,0.63,78.73,61.11,-17.950035,6098090496.0,6098090500.0,-3.98807,-2.66052,0.0037,0.0084,0.43,-29.0,2.0,5.0,0.25232,0.25232,0.37,,,64.3188,0.19120026,0.0029726962,68.0974,-3.5873947,-0.05268035,1106870400.0,971703000000,2025-08-26 19:28:08.004359-04:00
FAGCX,Fidelity Advisor Growth Opps I,Fund,Nasdaq,1.23,230.04,156.56,27.164782,28696940544.0,28696940500.0,27.04863,14.04466,0.0,0.0049,0.56,49.0,5.0,4.0,0.185,0.185,0.0,7.73,0.034046866,219.2048,9.69519,0.044228915,200.00275,28.897247,0.14448425,841708800.0,757348200000,2025-08-26 19:28:08.365704-04:00
FAGAX,Fidelity Advisor Growth Opps A,Fund,Nasdaq,1.23,206.54,140.69,26.840496,28696940544.0,28696940500.0,26.97319,13.8828,0.0,0.0074,0.56,49.0,5.0,4.0,0.111,0.111,0.0,7.73,0.03792562,196.8374,8.662598,0.0440089,179.7287,25.771301,0.14339001,841708800.0,757348200000,2025-08-26 19:28:08.763106-04:00
FZAHX,Fidelity Advisor Growth Opps Z,Fund,Nasdaq,1.23,233.76,159.03,27.302324,28696940544.0,28696940500.0,27.08033,14.1194,0.0,0.0037,0.56,49.0,5.0,4.0,0.05,0.05,0.0,7.73,0.033505265,222.7314,9.878601,0.04435208,203.151,29.459,0.14501035,841708800.0,1377005400000,2025-08-26 19:28:09.075236-04:00
FIJNX,Fidelity Advisor Freedom 2030 Z,Fund,Nasdaq,1.05,15.3,13.35,3.1123161,2959960832.0,2959960830.0,7.62384,9.90401,0.0219,0.0056,0.19,17.0,4.0,3.0,0.029,0.029,2.19,,,14.9552,0.30480003,0.020380873,14.6223,0.6377001,0.043611474,1538438400.0,1538659800000,2025-08-26 19:28:09.378876-04:00
GBATX,GMO Strategic Opportunities Allc III,Fund,Nasdaq,0.96,19.14,15.65,6.038785,84996168.0,84996168.0,6.82982,11.17039,0.0539,0.0084,0.78,1.0,3.0,4.0,0.0924,0.0924,5.39,,,18.3902,-1.1602001,-0.063087955,17.4808,-0.2508011,-0.014347231,1117497600.0,1117546200000,2025-08-26 19:28:09.889021-04:00
JHQRX,JPMorgan Hedged Equity R6,Fund,Nasdaq,0.58,34.25,29.53,6.70408,21261977600.0,21261977600.0,7.54225,2.02946,0.0098,0.0033000002,0.37,0.0,3.0,5.0,0.14862,0.14862,0.98,0.0,0.0,33.5832,0.70680237,0.021046309,33.01035,1.2796516,0.038765166,1386892800.0,1401456600000,2025-08-26 19:28:10.217527-04:00
FAGOX,Fidelity Advisor Growth Opps M,Fund,Nasdaq,1.23,202.04,137.74,26.529575,28696940544.0,28696940500.0,26.88936,13.71143,0.0,0.0099,0.56,49.0,5.0,4.0,0.053,0.053,0.0,7.73,0.038774077,192.575,8.425003,0.043749206,175.968,25.031998,0.14225312,841708800.0,564244200000,2025-08-26 19:28:10.531486-04:00
EPGCX,Fidelity Advisor Equity Growth Fund,Fund,Nasdaq,1.05,17.13,11.35,-2.7388513,12660776960.0,12660777000.0,18.63354,8.90948,0.0,0.0167,0.52,42.0,2.0,4.0,,,0.0,1.94,0.12704651,14.9748,0.38519955,0.025723185,14.49605,0.8639498,0.05959898,878515200.0,757348200000,2025-08-26 19:28:10.815918-04:00
FWWFX,Fidelity Worldwide,Fund,Nasdaq,1.1,41.97,28.72,-0.98496675,3370871808.0,3370871810.0,18.78712,9.1954,0.0069999998,0.0069,1.08,38.0,3.0,4.0,0.298,0.298,0.7,,,37.2554,1.184597,0.031796653,35.77945,2.6605492,0.0743597,644025600.0,644074200000,2025-08-26 19:28:11.107003-04:00
ILGCX,Columbia Integrated Large Cap Gr A,Fund,Nasdaq,1.08,24.65,17.02,4.908252,213486864.0,213486864.0,17.08698,7.26073,0.0,0.007900001,0.45,61.0,2.0,4.0,0.00338,0.00338,0.0,,,22.375,0.5849991,0.02614521,21.4267,1.5332985,0.071560174,1451260800.0,1401197400000,2025-08-26 19:28:11.425324-04:00
FIJTX,Fidelity Advisor Freedom 2060 Z,Fund,Nasdaq,1.26,15.3,12.32,9.267246,760508672.0,760508670.0,11.61267,13.08556,0.0137,0.0064999997,0.24,13.0,3.0,3.0,0.21,0.21,1.37,,,14.8474,0.4026003,0.027115878,14.1967,1.0532999,0.07419329,1407196800.0,1538659800000,2025-08-26 19:28:11.725590-04:00
HFCSX,Hennessy Focus Investor,Fund,Nasdaq,1.34,54.23,36.51,-2.456814,564953088.0,564953090.0,27.61527,19.19426,0.0,0.0149,0.1,73.0,5.0,3.0,0.01684,0.01684,0.0,22.03,0.43349075,50.1808,0.65919876,0.0131364735,45.8745,4.9655,0.10824096,1212105600.0,852042600000,2025-08-26 19:28:12.009821-04:00
FFFGX,Fidelity Freedom 2045,Fund,Nasdaq,1.27,15.27,12.12,10.079765,22704648192.0,22704648200.0,11.68608,12.59612,0.0107,0.0068,0.18,21.0,4.0,5.0,0.163,0.163,1.07,,,14.7986,0.42140007,0.02847567,14.0719,1.1480999,0.08158812,1496793600.0,1149255000000,2025-08-26 19:28:12.294267-04:00
FFFIX,Fidelity Advisor Freedom 2045 I,Fund,Nasdaq,1.26,15.27,12.4,9.8336935,2132769152.0,2132769150.0,11.5689,13.03157,0.0,0.0069,0.25,25.0,4.0,4.0,0.133,0.133,0.0,,,14.8234,0.39660072,0.026755044,14.2114,1.0086002,0.070971206,1496707200.0,1149255000000,2025-08-26 19:28:12.627193-04:00
FTVCX,FullerThaler Behav Md-Cp Val C,Fund,Nasdaq,,36.13,28.44,0.99473,,,,,,,,,,,,,,5.055,0.14643684,33.8818,0.52819824,0.015589437,33.36075,1.0492516,0.03145168,,1646922600000,2025-08-26 19:28:12.929521-04:00
JHQAX,JPMorgan Hedged Equity A,Fund,Nasdaq,0.58,34.03,29.36,6.716883,21261977600.0,21261977600.0,7.39238,1.72683,0.005,0.0083,0.37,0.0,3.0,4.0,0.06784,0.06784,0.5,0.0,0.0,33.3732,0.69680023,0.020879036,32.8037,1.2663002,0.03860236,1386892800.0,1401456600000,2025-08-26 19:28:13.392989-04:00
TRIGX,T. Rowe Price International Value Eq,Fund,Nasdaq,1.01,22.8,16.73,21.097958,15556812800.0,15556812800.0,7.88277,25.66215,0.020499999,0.0087,0.159,13.0,3.0,4.0,0.4377,0.4377,2.05,0.0,0.0,21.6346,0.8253994,0.038151823,19.38985,3.0701485,0.1583379,1440720000.0,914250600000,2025-08-26 19:28:13.673581-04:00
SIBAX,Sit Balanced,Fund,Nasdaq,0.92,37.9,31.55,8.044661,69533672.0,69533672.0,10.95778,6.02275,0.0145000005,0.0091,0.333,35.0,4.0,5.0,0.27686,0.27686,1.45,,,37.0176,0.83239746,0.022486532,35.6147,2.2352982,0.062763356,757296000.0,757348200000,2025-08-26 19:28:13.962007-04:00
SBACX,Touchstone Balanced C,Fund,Nasdaq,0.96,30.25,25.54,8.992422,978014784.0,978014780.0,9.99822,6.99262,0.0064,0.0178,0.7,24.0,4.0,4.0,0.10069,0.10069,0.64,,,29.5852,0.63479996,0.021456674,28.43035,1.78965,0.06294858,1635379200.0,894288600000,2025-08-26 19:28:14.248090-04:00
SHISX,BlackRock Health Sciences Opps Svc,Fund,Nasdaq,0.63,73.71,56.71,-18.66703,6098090496.0,6098090500.0,-4.05435,-2.81703,0.0019,0.0114,0.43,-29.0,2.0,5.0,0.12258,0.12258,0.19,,,59.8216,0.038398743,0.00064188754,63.52875,-3.6687508,-0.057749454,1106870400.0,1106922600000,2025-08-26 19:28:14.523499-04:00
SEBLX,Touchstone Balanced A,Fund,Nasdaq,0.97,30.23,25.5,8.995665,978014784.0,978014780.0,10.20221,7.47452,0.0136,0.010199999,0.7,24.0,4.0,4.0,0.20564,0.20564,1.36,,,29.5592,0.6507988,0.022016793,28.4068,1.8031998,0.063477755,1635379200.0,315671400000,2025-08-26 19:28:14.842703-04:00
FWIFX,Fidelity Advisor Worldwide I,Fund,Nasdaq,1.1,41.64,28.44,-1.1497259,3370871808.0,3370871810.0,18.78157,9.13573,0.0072000003,0.0072000003,1.08,38.0,3.0,4.0,0.306,0.306,0.72,,,36.8992,1.1707993,0.031729665,35.44915,2.6208496,0.07393265,644025600.0,1235053800000,2025-08-26 19:28:15.131499-04:00
FSPCX,Fidelity Select Insurance Port,Fund,Nasdaq,0.66,103.44,86.75,-1.0174572,909534016.0,909534020.0,-3.15983,-0.22235,0.0108,0.0069,0.55,29.0,1.0,5.0,0.067,0.067,1.08,,,91.6538,0.796196,0.008686993,93.8711,-1.4211044,-0.0151388915,503539200.0,503591400000,2025-08-26 19:28:15.600888-04:00
FIDFX,Fidelity Advisor Mid Cap Value Z,Fund,Nasdaq,1.19,35.65,23.75,-5.9095087,1686209536.0,1686209540.0,11.22062,2.45638,0.0092,0.0075,0.96,19.0,4.0,4.0,0.306,0.306,0.92,,,29.4646,1.145401,0.038873803,29.63725,0.9727497,0.03282186,1005782400.0,1486650600000,2025-08-26 19:28:15.881929-04:00
TQMIX,AMG TimesSquare Mid Cap Growth I,Fund,Nasdaq,1.0,19.74,14.68,3.997779,1656693760.0,1656693760.0,12.5,10.37736,0.0,0.0092,0.48,33.0,1.0,4.0,0.0227,0.0227,0.0,,,18.5024,0.32760048,0.017705837,17.82865,1.0013504,0.05616524,1487894400.0,1487946600000,2025-08-26 19:28:16.178384-04:00
FMPOX,Fidelity Advisor Mid Cap Value I,Fund,Nasdaq,1.19,35.64,23.75,-5.9402885,1686209536.0,1686209540.0,11.18271,2.38565,0.0085,0.0087,0.96,19.0,4.0,3.0,0.28,0.28,0.85,,,29.457,1.1429996,0.03880231,29.63675,0.9632511,0.032501914,1005782400.0,1136298600000,2025-08-26 19:28:16.492962-04:00
JHQCX,JPMorgan Hedged Equity C,Fund,Nasdaq,0.58,33.71,29.11,6.6497803,21261977600.0,21261977600.0,7.26882,1.43686,0.0007,0.013300001,0.37,0.0,3.0,4.0,0.00042,0.00042,0.07,0.0,0.0,33.0746,0.6753998,0.020420497,32.5137,1.2363014,0.038024016,1386892800.0,1401456600000,2025-08-26 19:28:16.761272-04:00
HFMDX,Hennessy Cornerstone Mid Cap 30 Inv,Fund,Nasdaq,1.18,28.99,17.86,-11.128468,1281577984.0,1281577980.0,10.83845,-4.02833,0.0017,0.013300001,0.94,25.0,5.0,5.0,0.0437,0.0437,0.17,0.0,0.0,21.9936,0.86639977,0.039393265,22.381,0.4790001,0.021402085,1204502400.0,1063805400000,2025-08-26 19:28:17.043347-04:00
TRTIX,T. Rowe Price International Value Eq I,Fund,Nasdaq,1.01,22.59,16.55,20.944118,15556812800.0,15556812800.0,7.9122,25.75848,0.0228,0.0068,0.159,13.0,4.0,4.0,0.4826,0.4826,2.28,0.0,0.0,21.426,0.8239994,0.03845792,19.19995,3.0500507,0.15885723,1440720000.0,1440768600000,2025-08-26 19:28:17.323023-04:00
VRREX,Virtus Duff & Phelps Real Estate Secs R6,Fund,Nasdaq,1.11,21.96,16.53,-9.134847,354037760.0,354037760.0,-0.00814,-1.38239,0.0247,0.007900001,0.36,42.0,3.0,4.0,0.20384,0.20384,2.47,,,18.5756,0.07439995,0.0040052515,19.04145,-0.39145088,-0.020557828,1167350400.0,1417185000000,2025-08-26 19:28:17.630050-04:00
SIBLX,Touchstone Balanced Y,Fund,Nasdaq,0.97,29.95,25.25,8.971548,978014784.0,978014780.0,10.24685,7.59249,0.0159,0.007900001,0.7,24.0,4.0,4.0,0.23625,0.23625,1.59,,,29.274,0.6459999,0.02206736,28.135,1.7849998,0.0634441,1635379200.0,1188221400000,2025-08-26 19:28:17.952121-04:00
FAMRX,Fidelity Asset Manager 85%,Fund,Nasdaq,1.2,30.06,23.54,9.7686405,4938240000.0,4938240000.0,11.20854,10.36701,0.013099999,0.0064999997,0.16,35.0,2.0,4.0,0.388,0.388,1.31,,,29.13,0.8299999,0.028492961,27.57575,2.3842487,0.08646179,1159747200.0,938179800000,2025-08-26 19:28:18.222413-04:00
TBARX,Touchstone Balanced R6,Fund,Nasdaq,0.97,29.94,25.24,8.974827,978014784.0,978014780.0,10.28677,7.70649,0.0171,0.0064,0.7,24.0,4.0,4.0,0.25513,0.25513,1.71,,,29.2622,0.64780045,0.02213779,28.12445,1.7855492,0.06348743,1635379200.0,1635427800000,2025-08-26 19:28:18.524237-04:00
PHRAX,Virtus Duff & Phelps Real Estate Secs A,Fund,Nasdaq,1.1,21.92,16.52,-9.09971,354037760.0,354037760.0,-0.12464,-1.61277,0.0195,0.0124,0.36,42.0,3.0,4.0,0.16024,0.16024,1.95,,,18.5552,0.06480026,0.0034922964,19.01405,-0.3940487,-0.02072408,1167350400.0,793981800000,2025-08-26 19:28:18.829562-04:00
FACGX,Fidelity Advisor Growth Opps C,Fund,Nasdaq,1.23,163.59,111.72,25.90686,28696940544.0,28696940500.0,26.73822,13.38699,0.0,0.0149,0.56,49.0,5.0,3.0,,,0.0,7.73,0.047893435,155.9776,6.742401,0.043226726,142.7492,19.970795,0.13990127,841708800.0,757348200000,2025-08-26 19:28:19.168688-04:00
TRLNX,T. Rowe Price Retirement 2060 I,Fund,Nasdaq,1.21,18.75,14.79,9.970498,6073869824.0,6073869800.0,9.35425,9.22242,0.014400001,0.0046,0.236,13.0,3.0,3.0,0.2624,0.2624,1.44,,,18.1414,0.5386009,0.029689051,17.27245,1.4075508,0.0814911,1403481600.0,1699972200000,2025-08-26 19:28:19.437728-04:00
FEYIX,Fidelity Advisor Asset Manager 85% I,Fund,Nasdaq,1.2,29.95,23.45,9.690499,4938240000.0,4938240000.0,11.17062,10.3265,0.012999999,0.0069,0.16,35.0,2.0,4.0,0.384,0.384,1.3,,,29.0214,0.82859993,0.028551342,27.47335,2.3766499,0.08650746,1159747200.0,1125581400000,2025-08-26 19:28:19.710445-04:00
HFCIX,Hennessy Focus Institutional,Fund,Nasdaq,1.34,57.17,38.44,-2.1008432,564953088.0,564953090.0,27.71765,19.48052,0.0,0.0111,0.1,73.0,5.0,3.0,0.04974,0.04974,0.0,22.03,0.41108418,52.9016,0.71839905,0.013579912,48.30575,5.314247,0.11001272,1212105600.0,1213191000000,2025-08-26 19:28:20.042385-04:00
UBVTX,Undiscovered Managers Behavioral Value Fund,Fund,Nasdaq,1.1,90.85,66.54,-0.5009532,9594588160.0,9594588200.0,9.40573,-1.38594,0.0154,0.012999999,0.27,16.0,4.0,4.0,1.24812,1.24812,1.54,,,79.6866,3.6533966,0.045847062,79.468,3.871994,0.04872394,914803200.0,1488292200000,2025-08-26 19:28:20.437682-04:00
TRRNX,T. Rowe Price Retirement 2055,Fund,Nasdaq,1.21,22.45,17.73,10.004926,11012519936.0,11012519900.0,9.26485,9.10005,0.0117999995,0.0064,0.11,19.0,3.0,4.0,0.2582,0.2582,1.18,,,21.7294,0.6406002,0.029480804,20.69195,1.678051,0.081096806,1699833600.0,1167834600000,2025-08-26 19:28:20.701003-04:00
PHRIX,Virtus Duff & Phelps Real Estate Secs I,Fund,Nasdaq,1.11,21.83,16.43,-9.139526,354037760.0,354037760.0,-0.06167,-1.44733,0.0222,0.0099,0.36,42.0,3.0,4.0,0.18307,0.18307,2.22,,,18.463,0.07700157,0.004170588,18.92485,-0.38484955,-0.020335672,1167350400.0,1167402600000,2025-08-26 19:28:20.982937-04:00
GWOAX,GMO Global Developed Equity Allc III,Fund,Nasdaq,0.97,29.93,23.01,10.634327,85380136.0,85380136.0,8.75108,12.20624,0.0421,0.0053,0.08,-163.0,3.0,4.0,0.0339,0.0339,4.21,,,28.4996,1.1504002,0.040365484,26.79795,2.8520489,0.10642787,1118880000.0,1118928600000,2025-08-26 19:28:21.340172-04:00
FZAFX,Fidelity Advisor Equity Growth Z,Fund,Nasdaq,1.05,27.24,19.29,4.660511,12660776960.0,12660777000.0,19.00411,9.63805,0.0,0.0055,0.52,42.0,2.0,4.0,,,0.0,1.94,0.074472174,25.52,0.6899986,0.027037563,24.3208,1.8891983,0.07767829,878515200.0,1377005400000,2025-08-26 19:28:21.607690-04:00
FFEGX,Fidelity Freedom Index 2030 Instl Prem,Fund,Nasdaq,1.03,22.27,18.97,6.5865397,23989483520.0,23989483500.0,6.75175,8.28661,0.0238,0.0008,0.14,13.0,3.0,4.0,0.057,0.057,2.38,,,21.736,0.47399902,0.021807095,20.90715,1.3028488,0.062315945,1724284800.0,1435584600000,2025-08-26 19:28:21.901585-04:00
CIHEX,Calamos Hedged Equity I,Fund,Nasdaq,0.52,18.51,16.01,9.625673,749667136.0,749667140.0,8.18867,5.64846,0.0044,0.009,0.2,25.0,3.0,4.0,0.01651,0.01651,0.44,,,18.1546,0.34539986,0.019025473,17.50795,0.9920502,0.05666284,1419984000.0,1420209000000,2025-08-26 19:28:22.265603-04:00
LYRIX,Lyrical U.S. Value Equity Fund,Fund,Nasdaq,1.18,30.07,22.55,14.955783,1082834304.0,1082834300.0,12.1913,10.88725,0.0019,0.0099,0.13,28.0,5.0,3.0,0.0532,0.0532,0.19,,,28.8246,1.1254005,0.039043058,27.1526,2.7974014,0.10302518,1359936000.0,1359988200000,2025-08-26 19:28:22.547147-04:00
ISCIX,Federated Hermes Intl Small-Mid Co IS,Fund,Nasdaq,1.06,52.16,38.86,22.664774,356876896.0,356876896.0,11.63048,27.05497,0.0154,0.0099,0.35,18.0,3.0,5.0,0.7768,0.7768,1.54,0.0,0.0,50.8222,0.9878006,0.0194364,44.99535,6.8146515,0.15145235,1206921600.0,1206970200000,2025-08-26 19:28:22.992177-04:00
CAHEX,Calamos Hedged Equity A,Fund,Nasdaq,0.53,18.46,15.98,9.58333,749667136.0,749667140.0,8.14077,5.51083,0.0023999999,0.0115,0.2,25.0,2.0,4.0,0.00167,0.00167,0.24,,,18.1144,0.34559822,0.019078644,17.47025,0.9897499,0.05665345,1419984000.0,1420209000000,2025-08-26 19:28:23.260614-04:00
KCVSX,Knights of Columbus Large Cap Value Fund,Fund,Nasdaq,0.86,19.65,15.3,1.1570215,278031744.0,278031744.0,7.94654,6.48678,0.0138,0.0086,0.36,28.0,4.0,4.0,0.1341,0.1341,1.38,,,17.9718,0.44820023,0.024939084,17.63255,0.7874508,0.04465893,1436832000.0,1436880600000,2025-08-26 19:28:23.551057-04:00
ALGYX,Alger Focus Equity Y,Fund,Nasdaq,1.24,107.32,65.87,48.910725,3270584064.0,3270584060.0,35.32895,24.24499,0.0,0.0058,0.9243,40.0,4.0,5.0,0.0688,0.0688,0.0,3.39,0.03241538,99.0212,6.858795,0.069265924,86.229,19.651001,0.22789319,1356912000.0,1488378600000,2025-08-26 19:28:23.949966-04:00
VBAIX,Vanguard Balanced Index Fund,Fund,Nasdaq,0.98,51.73,43.37,4.167509,58787401728.0,58787402000.0,8.81871,6.77559,0.0207,0.00059999997,0.22,46.0,4.0,4.0,0.5609,0.5609,2.07,,,50.2376,1.1624031,0.023138111,49.0582,2.3418007,0.04773515,974073600.0,975594600000,2025-08-26 19:28:24.215365-04:00
VBIAX,Vanguard Balanced Index Fund,Fund,Nasdaq,0.98,51.72,43.37,4.1683555,58787401728.0,58787402000.0,8.83955,6.79264,0.020599999,0.0007,0.22,46.0,4.0,4.0,0.5585,0.5585,2.06,,,50.2294,1.1706009,0.023305094,49.0501,2.349903,0.047908224,974073600.0,974125800000,2025-08-26 19:28:24.577074-04:00
VBINX,Vanguard Balanced Index Fund,Fund,Nasdaq,0.98,51.72,43.37,4.1683555,58787401728.0,58787402000.0,8.80989,6.71166,0.0196,0.0018000001,0.22,46.0,4.0,4.0,0.5317,0.5317,1.96,,,50.232,1.1680031,0.023252172,49.05175,2.3482513,0.04787294,974073600.0,717687000000,2025-08-26 19:28:25.048191-04:00
VSCGX,Vanguard LifeStrategy Cnsrv Gr Inv,Fund,Nasdaq,0.81,22.07,19.55,0.96907616,10480227328.0,10480227300.0,4.97683,6.79213,0.030199999,0.0011999999,0.05,24.0,3.0,4.0,0.2799,0.2799,3.02,,,21.5694,0.34059906,0.015790844,21.0988,0.8111992,0.038447645,780883200.0,780931800000,2025-08-26 19:28:25.319466-04:00
MGQSX,Morgan Stanley Inst Global Stars R6,Fund,Nasdaq,1.01,22.25,14.94,-11.813318,48864304.0,48864304.0,6.02125,9.04675,0.0054,0.0075,0.73,5.0,3.0,4.0,0.12391,0.12391,0.54,,,18.0972,0.08279991,0.0045752884,17.95125,0.22875023,0.012742857,1377820800.0,1379338200000,2025-08-26 19:28:25.737027-04:00
MGQIX,Morgan Stanley Inst Global Stars I,Fund,Nasdaq,1.01,22.24,14.94,-11.727494,48864304.0,48864304.0,6.02481,8.98604,0.0047999998,0.008,0.73,5.0,3.0,4.0,0.1094,0.1094,0.48,,,18.0912,0.0788002,0.0043557202,17.94565,0.22434998,0.012501636,1377820800.0,1378301400000,2025-08-26 19:28:26.039084-04:00
ALAFX,Alger Focus Equity A,Fund,Nasdaq,1.24,102.25,62.83,48.384212,3270584064.0,3270584060.0,35.22351,24.0162,0.0,0.0095,0.9243,40.0,4.0,5.0,0.0498,0.0498,0.0,3.39,0.034022484,94.367,6.503006,0.068911865,82.25555,18.614456,0.22630031,1356912000.0,1356964200000,2025-08-26 19:28:26.478349-04:00
EQPGX,Fidelity Advisor Equity Growth Fund,Fund,Nasdaq,1.04,26.81,18.94,4.32477,12660776960.0,12660777000.0,18.97674,9.59726,0.0,0.0067000003,0.52,42.0,2.0,4.0,0.0202,0.0202,0.0,1.94,0.075870164,25.0574,0.6725998,0.026842361,23.8965,1.8334999,0.07672671,878515200.0,438359400000,2025-08-26 19:28:26.787367-04:00
UMPIX,ProFunds UltraMid Cap Fund,Fund,Nasdaq,2.26,80.15,43.72,0.26813745,36354944.0,36354944.0,20.39708,-3.65707,0.0099,0.016,0.63,-7.0,5.0,2.0,0.63852,0.63852,0.99,0.0,0.0,64.2072,3.6628036,0.05704662,64.3797,3.490303,0.054214343,949881600.0,949933800000,2025-08-26 19:28:27.068247-04:00
FTQGX,Fidelity Focused Stock,Fund,Nasdaq,1.16,44.09,29.85,2.3409724,4204058368.0,4204058370.0,24.6399,7.42208,0.0031,0.0061000003,1.05,36.0,3.0,4.0,0.138,0.138,0.31,,,39.234,1.3759995,0.035071608,37.8289,2.7811012,0.073517896,847756800.0,847809000000,2025-08-26 19:28:27.390390-04:00
FSFOX,,Fund,Nasdaq,1.16,44.09,29.84,-4.398477,4204058368.0,4204058370.0,24.68568,7.48084,,0.0054,1.05,36.0,3.0,4.0,0.17,0.17,,,,39.2206,1.3793983,0.03517025,37.80945,2.7905502,0.07380563,847756800.0,1728912600000,2025-08-26 19:28:27.669733-04:00
UBVCX,Undiscovered Managers Behavioral Value Fund Class C,Fund,Nasdaq,1.1,84.73,62.02,-0.81768036,9594588160.0,9594588200.0,9.25981,-1.65886,0.0123000005,0.0174,0.27,16.0,4.0,3.0,0.93403,0.93403,1.23,,,74.184,3.3759995,0.04550846,74.06485,3.4951477,0.047190372,914803200.0,1086355800000,2025-08-26 19:28:27.966534-04:00
FSFNX,,Fund,Nasdaq,1.16,44.09,29.83,-4.4698057,4204058368.0,4204058370.0,24.6319,7.40153,,0.0066000004,1.05,36.0,3.0,4.0,0.161,0.161,,,,39.193,1.3769989,0.035133798,37.79565,2.7743492,0.073403925,847756800.0,1728912600000,2025-08-26 19:28:28.261334-04:00
