EPS Gr %,EPS Qtr Gr %,Rev Gr %
-0.85,-0.847,-0.406
,,
-0.159,0.033,0.313
,,
,,
,,1.012
,,-0.967
,,
0.157,0.157,-0.125
,,
-0.34,-0.34,-0.039
,,0.067
,,0.058
0.26,0.256,0.155
,,
,,
,,0.066
,,
,,-0.142
,,1.086
,0.005,0.309
,,13.777
,9.945,0.091
,,-0.034
,,
,,0.335
,,0.179
,,0.059
266.321,263.098,0.305
,,1.243
,,
,,-0.118
,,
,,
0.379,0.384,0.126
,,-0.055
,,
0.005,0.012,0.024
-0.311,2.043,0.084
0.034,1.055,0.878
-0.958,-0.959,-0.125
,,0.262
3570.087,6083.818,-0.432
,,-0.193
,,-0.158
,,0.509
,,-0.058
,,24.222
-0.265,-0.267,-0.025
0.054,0.054,0.401
,,
,,0.017
0.211,0.265,-0.073
,,
,,
,,
-0.048,-0.038,0.05
,,24.222
-0.542,-0.552,-0.011
-0.357,-0.365,-0.017
-0.057,-0.036,0.002
,,
,,
,,-0.253
,,0.16
0.111,0.169,0.406
,,-0.092
,,-0.918
,,-0.019
,,-0.018
-0.879,-0.867,-0.183
0.0,0.058,2.616
0.466,0.42,0.303
,-0.938,-0.163
,,0.023
-0.122,-0.216,-0.061
1.063,1.063,-0.09
,,0.456
,,0.905
,,0.116
1.295,1.669,0.284
,,0.384
-0.294,-0.29,-0.013
,,
,,0.037
,,0.145
,,
,,16.526
0.042,0.042,-0.243
,,0.121
,,0.138
0.762,0.772,0.197
1.235,1.224,0.329
,,-0.009
,,
,,-0.252
,,0.057
0.021,0.028,0.109
,,-0.11
0.304,0.277,0.132
,-0.053,-0.056
,,
-0.613,-0.613,-0.004
-0.752,-0.752,-0.021
,,0.11
,,
,,0.393
1.466,1.466,0.028
-0.027,0.025,0.017
0.424,0.396,0.173
0.15,0.061,-0.032
,,0.146
3.731,3.773,0.047
,,-0.053
,,0.128
,,-0.167
,,
,,
,,
,,
,,-0.238
,,-0.07
0.034,0.187,-0.035
,,-0.311
,,0.206
,,
,,-0.437
0.098,0.092,0.058
,,0.039
,,-0.042
,,0.004
,,-0.395
0.625,0.667,0.054
1.815,1.812,-0.396
,,-0.277
,,-0.423
-0.702,-0.706,0.16
,,
,,
,,
,,0.162
0.879,1.108,-0.164
,,-0.341
,,0.021
-0.756,-0.756,0.113
,,0.107
,,
-0.704,-0.702,-0.17
,,-0.053
,,
,,-0.016
,,-0.085
,,
,,-0.089
,,
-0.887,-0.887,0.023
,,2.08
-0.478,-0.425,0.184
,,
,0.386,0.134
,,0.041
,,
,,0.077
0.099,0.036,0.03
0.405,0.386,0.276
,,-0.047
,,0.033
,,0.765
,,0.132
0.954,0.916,-0.017
,,0.081
0.281,0.015,0.11
-0.543,-0.588,-0.331
,,7.253
,,
-0.917,-0.917,0.119
,,0.057
-0.31,-0.293,0.16
,,0.133
,,-0.144
,,
-0.705,-0.571,
,,-0.078
,,-0.07
,,
,,0.603
,,0.01
,,
0.581,0.559,0.107
,,
,,
,,
,,-0.533
1.139,1.026,0.028
,,0.013
0.028,0.686,
,,
,,
,,
-0.002,0.064,0.057
,,0.104
,,-0.018
,,-0.116
,,
,,
,,0.398
,,
,,-0.092
,,
,,0.146
,,0.268
-0.908,-0.908,-0.089
-0.929,-0.928,0.034
,,7.888
,,0.018
,,-0.002
1.2,0.781,0.16
,,
-0.31,-0.215,-0.071
-0.333,-0.295,-0.019
18.346,23.965,0.015
,,
,,
,,-0.033
,,0.129
,,
,,
0.371,0.4,0.024
,,-0.137
,,-0.743
,,
,,0.032
,,
,,
,,-0.598
,13.695,
1.04,1.095,0.102
,,2.11
,,
0.301,0.329,0.05
,,0.068
-0.407,-0.394,0.013
0.198,0.201,0.1
,,0.054
,,0.335
-0.407,-0.394,0.013
,,-0.122
,,
-0.46,-0.461,-0.052
-0.945,-0.946,-0.028
,,
,,
,,-0.045
,,-0.036
,,0.081
-0.321,-0.316,-0.057
,,0.03
,,-0.91
-0.173,-0.174,-0.068
0.486,0.867,0.606
,,0.367
0.175,0.282,0.547
-0.996,-0.839,0.419
,,-0.099
,,
,,
,,
,,
-0.633,-0.651,-0.116
-0.097,0.521,0.399
,,0.514
,,18.698
1.462,1.462,-0.135
-0.417,-0.279,0.027
7.096,7.036,0.159
0.917,1.274,0.141
,,12.0
,,0.088
,,
,,
-0.873,-0.841,-0.042
,,3.503
-0.307,-0.305,-0.018
-0.559,-0.563,-0.039
,,0.082
-0.167,-0.104,0.264
,,-0.253
,,
1.195,1.194,0.238
,,2.083
,,-0.617
,,-0.181
,,
,,-0.138
,,-0.058
,,
,,0.215
,,
,,0.138
,,0.076
,,
,,
,,
,,-0.126
,,-0.098
,,1.003
,,0.085
0.179,0.181,0.041
0.179,0.181,0.041
,,
,,0.117
,,-0.189
,,
,,0.039
,,
0.341,0.914,0.501
0.348,0.357,0.184
,,0.378
0.198,0.274,0.18
,,-0.007
,,
,,0.218
-0.076,-0.076,0.037
0.333,0.288,0.049
,,0.043
,,-0.257
,,-0.028
,,
0.011,-0.003,-0.095
,,0.49
,,-0.37
-0.118,-0.107,0.077
,,
0.766,0.821,0.057
0.29,0.311,0.184
,,
,,0.463
0.0,-0.063,-0.04
,,0.001
,,0.089
,,
,,
,,0.192
,,-0.015
,,
,,0.078
0.797,0.911,0.182
-0.199,-0.199,
,,
,,-0.116
-0.408,-0.404,0.119
,,
,,-0.018
,,
0.206,0.221,0.075
,,0.118
,,-0.595
,,0.395
,,-0.423
,,
,,0.233
,,
4.284,16.36,
,,0.005
,,
,,-0.023
,,-0.388
,,-0.867
0.666,0.641,0.135
,,0.014
,,0.04
,,
-0.975,-0.974,0.073
,,
,,2.0
,,0.505
-0.79,-0.787,-0.154
0.523,0.537,0.217
0.805,1.048,0.001
,,
-0.408,-0.323,-0.096
-0.091,-0.086,-0.082
,,
-0.796,-0.796,-0.036
-0.093,-0.093,0.68
,,
0.213,0.252,0.14
,,
,,
,,-0.066
,,-0.918
,,
,,
,,0.203
,,-0.02
0.125,0.126,0.125
7.214,7.129,0.921
0.605,0.58,-0.329
,,
,,
,,0.983
,,-0.095
,,0.104
,,
0.054,0.054,0.174
-0.955,-0.955,0.125
,,0.74
2.0,1.237,0.182
0.054,0.054,0.174
-0.759,-0.674,0.836
1.289,1.161,-0.113
0.167,0.089,0.114
,,
,,
,,-0.626
,,0.0
,,
,,0.005
,,-0.098
0.162,0.136,0.037
,,-0.214
,,
52.676,50.224,-0.064
,,0.656
,,0.005
-0.965,-0.965,0.003
,,-0.035
-0.04,-0.069,0.03
-0.15,-0.255,-0.027
,,
0.442,0.444,0.148
,,
,,2.649
,,
,,
,,-0.258
,,-0.196
,,
,0.996,-0.204
,,
-0.128,-0.127,-0.1
,,0.078
,,0.914
,,0.125
,,
,,
,,
-0.124,-0.137,0.002
,,
-0.249,-0.249,-0.019
,,
,,
-0.006,0.001,0.007
,,0.112
,,0.058
15.899,82.871,
,,
,0.647,0.123
,,
,,
,,
,,
,,0.552
,,-0.045
3.456,3.655,0.094
,,-0.041
,,
,,-0.184
,,0.228
,,0.011
,,
,,0.156
,,-0.045
,,0.296
-0.949,-0.949,-0.058
,,0.041
,,0.002
-0.109,-0.033,-0.013
,,
0.075,0.077,0.038
,,1.244
0.285,0.268,0.163
,,-0.492
,,
,,
3.0,2.953,0.038
,,
,,0.423
,,1.455
,,-0.499
-0.516,-0.517,-0.079
,,0.027
,,
,,0.036
,,0.173
-0.52,-0.526,-0.023
,,
,,6.446
,,-0.452
,,0.021
,,
,,0.112
,,0.028
,,0.032
,,
,,0.16
,,-0.213
,,-0.356
0.309,0.307,0.178
,,-0.045
-0.079,-0.069,0.0
0.475,0.457,0.175
,,0.323
0.524,0.553,0.018
-0.838,-0.813,
,,0.221
,,
-0.074,0.148,-0.991
,,0.097
,,-0.315
-0.498,-0.413,0.49
,,
4.284,16.36,
-0.422,-0.393,-0.395
,,-0.138
-0.461,-0.461,-0.073
1.0,0.991,0.331
1.5,2.378,0.263
,,
-0.226,-0.252,0.078
,,-0.191
,,
,,7.043
,,
-0.336,-0.338,0.331
,,-0.027
,,
0.93,0.92,0.041
,,
,,
,,0.042
,,
,,
,,
,,-0.027
,,
,,0.01
,,
,,
,,
,,0.0
,,3.94
,,-0.058
0.012,-0.107,0.046
,,
,,0.098
,,
-0.213,-0.213,
-0.1,-0.088,0.016
,,0.491
1.5,2.378,0.263
,,-0.114
0.324,0.307,0.152
,,
-0.596,-0.598,-0.089
,,0.011
0.6,0.604,0.174
-0.155,-0.127,-0.046
,,
,,0.031
-0.343,-0.27,0.019
,,0.262
,,-0.045
1.113,1.151,0.147
,,
,,
,,-0.314
,,0.109
,,0.202
,,0.281
,,
0.054,0.054,0.174
,,-0.252
-0.154,-0.152,-0.054
,,0.109
,,
,,0.175
0.556,0.582,0.292
,,-0.01
,,0.109
,,
,,-0.038
-0.458,-0.454,0.304
,,0.032
,,-0.726
-0.159,-0.141,0.063
0.267,0.273,0.045
,,-0.156
,,
-0.161,-0.068,0.054
-0.533,-0.376,-0.071
,,0.964
-0.279,-0.227,-0.075
,,
,,
,,
,,-0.998
,,0.042
0.393,0.353,0.017
,,0.262
,,0.0
,,
,,-0.045
,,
,,
,,0.083
-0.194,-0.204,0.011
-0.751,-0.759,-0.319
,,0.043
,,-0.088
-0.68,-0.678,-0.034
,,
,,-0.449
,,
-0.815,-0.803,0.164
,,
,,
-0.291,-0.291,0.071
,,1.201
,,-0.21
-0.754,-0.754,0.055
,,0.114
-0.459,-0.47,0.512
-0.417,-0.417,-0.115
,96.584,-0.137
,,
,,0.047
-0.825,-0.827,-0.022
,,0.055
0.029,0.036,0.034
,,-0.255
,,0.068
-0.917,-0.919,0.013
,,1.258
,,-0.384
,,0.001
,,
-0.942,-0.945,
,,0.245
,,
,,
,,-0.045
,,-0.163
,,
,,-0.704
,,0.954
-0.848,-0.85,-0.041
,,-0.134
-0.448,-0.448,-0.056
0.472,0.529,-0.143
,,0.126
,,0.368
,,-0.109
,,-0.956
59.244,8.097,0.418
,,
,,
,,
0.216,0.199,0.082
,,-0.143
,,0.009
0.018,0.013,0.055
,,-0.174
,,0.921
,,-0.045
,,
-0.536,-0.544,0.288
,,
,,-0.045
0.49,0.019,0.097
,,
0.616,0.631,0.048
,,0.543
0.565,0.562,0.245
0.295,0.283,0.178
,,-0.011
,,
,,0.346
,,
,,
-0.026,-0.117,-0.066
,,
,,
,,
0.208,0.288,0.169
,,0.738
,,-0.02
,,
0.054,0.054,0.174
,,-0.002
0.395,0.402,0.19
,,
,,
,,
,,
0.024,0.019,0.066
,,-0.045
,,0.174
,,0.523
-0.345,-0.3,-0.049
,,
,,-0.036
,,
,,0.942
,,5.975
,,0.021
2.799,2.116,0.561
,,0.384
0.808,5.64,3.245
,,4.427
,,
,,
,,
-0.921,-0.921,0.024
,,
,,-0.47
-0.758,-0.758,-0.082
,,0.992
,,-0.602
,,
,,0.147
0.361,0.307,0.165
,,-0.04
,,-0.085
,,
,,-0.139
-0.233,-0.201,-0.324
,,
,,
-0.565,-0.644,-0.053
,0.12,0.087
,,
,,-0.011
-0.829,-0.836,-0.35
-0.341,-0.341,
,,0.534
,,0.706
,,0.132
,,0.07
,,-0.112
0.478,0.445,0.172
,,
,,
,,-0.704
,,0.491
0.562,0.574,1.052
,,
,,
,,1.135
0.038,0.013,0.02
1.347,0.774,-0.377
,,
0.533,0.559,0.218
,,0.096
-0.728,-0.727,0.003
-0.2,-0.2,-0.114
,,0.199
,,4.214
,,-0.073
,,
,,-0.197
0.472,0.479,0.213
0.348,0.364,0.162
,,-0.014
1.422,1.422,-0.008
,,-0.385
-0.585,-0.585,
,,
,,0.159
,1.397,-0.129
0.0,0.071,-0.042
,,
0.288,0.473,0.213
,,-0.035
,,-0.017
-0.056,-0.051,0.042
,,
,0.12,0.087
,,0.19
,,-0.439
,0.005,0.309
,,0.074
,,0.163
0.264,0.229,-0.085
,,-0.478
,0.035,-0.015
0.496,0.496,0.056
,,
-0.827,-0.827,-0.138
,,0.029
-0.138,-0.105,0.044
,,0.074
,,-0.038
,,0.329
-0.388,-0.386,-0.16
,,-0.338
4.01,13.64,
,,
,,-0.039
2.251,2.436,0.194
,,-0.144
,,
,,
0.214,0.214,-0.09
,,
,,0.033
,,-0.288
,,
,,
,,0.223
,,-0.05
-0.875,-0.855,-0.023
,,1.324
0.227,0.218,0.108
,,1.317
,,
-0.875,-0.866,-0.224
,,0.175
,,
,,-0.979
,,-0.054
-0.515,-0.512,-0.049
,,-0.125
1.135,1.174,0.034
,0.996,-0.204
,,-0.247
,,
,,
,,
,,-0.05
,,-0.488
,,
,,-0.252
,,0.811
,,-0.08
,,-0.106
0.113,0.108,0.087
,,0.142
,,
,,-0.336
,,-0.008
2.389,2.432,0.362
0.013,0.019,0.068
0.586,0.536,0.198
,,1.067
,,0.075
-0.299,-0.308,0.015
0.054,0.054,0.174
,,0.137
,,-0.637
,,-0.637
,,-0.092
,,-0.182
,,
,,-0.085
5.223,5.399,0.213
,,0.219
,,0.043
-0.907,-0.907,-0.042
,,0.063
,,-0.816
0.054,0.054,0.174
,,-0.505
,,
,,0.255
,,
,,
,,-0.076
,,
,,0.01
,,-0.354
,,0.901
0.054,0.054,0.174
,,
0.333,0.318,0.115
,,0.001
,,-0.555
,,0.724
1.182,1.214,0.275
1.344,1.326,0.098
,,
,,-0.837
,,-0.425
,,0.021
,-0.253,0.057
1.125,1.106,0.333
,,0.014
-0.519,-0.509,-0.024
,,
,,0.932
,,3.94
0.372,0.428,0.193
,,
,,-0.041
-0.987,-0.987,0.007
,,0.101
,,
,,-0.247
,,-0.385
,,
-0.97,-0.967,-0.296
,,
-0.501,-0.498,-0.117
,,
,,-0.261
,,0.04
,,0.052
,,-0.171
,,0.308
,,0.033
0.054,0.054,0.174
0.171,0.165,0.138
-0.182,-0.18,-0.017
0.054,0.054,0.174
0.44,1.068,0.562
0.595,0.588,0.252
,,0.097
,,
,,0.101
,,
,,-0.104
7.099,7.099,-0.271
0.054,0.054,0.174
-0.868,-0.825,0.134
,,0.075
1.108,1.492,0.433
,,0.151
-0.713,-0.713,-0.198
,,
1.704,1.585,0.093
,,
3.0,2.625,0.068
,,
,,
-0.216,-0.256,-0.182
,,
,,-0.199
,,
,,0.275
-0.241,-0.241,-0.059
,,
,,-0.104
,,
,,1.663
,,0.03
,,
61.109,70.529,0.041
,,0.634
-0.75,-0.729,0.176
0.054,0.054,0.174
,,-0.335
,,-0.18
,,
,,0.107
0.532,0.866,0.862
,,-0.028
,,-0.049
,,
-0.092,-0.08,-0.175
,,
,,-0.097
,,
,,-0.132
,,
,,0.065
0.054,0.054,0.174
,,-0.698
1.0,0.948,0.205
,,0.209
,,-0.358
,,0.127
,,
,,
,,-0.152
0.101,0.655,0.225
,,
,,-0.023
,,0.377
,,
,,
,,
,,-0.824
,,0.166
,,
,,-0.462
,,
,,0.097
-0.917,-0.917,-0.072
,,
0.777,0.76,0.211
-0.273,-0.297,-0.201
-0.368,-0.368,-0.034
,,
0.296,0.236,0.127
-0.04,-0.117,-0.043
0.053,0.027,0.077
,-0.938,-0.163
,,0.019
0.054,0.054,0.174
,,-0.196
,,0.011
0.476,0.514,0.226
,,0.373
-0.833,-0.836,-0.749
,,0.668
,,-0.055
-0.852,-0.852,0.04
,,-0.078
,,
1.0,1.095,0.127
4.01,13.64,
,-0.938,-0.163
,,
-0.393,-0.378,-0.083
0.064,0.006,0.13
,,0.064
-0.79,-0.788,-0.183
,,
-0.902,-0.902,0.017
-0.45,-0.21,-0.028
,,
,,-0.228
,,-0.019
,,
-0.94,-0.946,0.1
,,-0.291
,,
-0.576,-0.682,-0.118
0.239,0.225,0.138
,,-0.038
,,0.624
,,
,,-0.698
,,
-0.683,-0.683,0.022
0.332,0.993,-0.023
,,-0.342
,,0.0
,,-0.109
-0.309,-0.166,-0.168
,,50.421
,,0.01
,,-0.136
,,-0.904
,-0.284,0.041
,,0.361
,,
,,-0.23
,,-0.02
,,0.045
-0.35,-0.358,-0.131
-0.019,-0.039,0.444
,,-0.026
,,-0.239
-0.338,-0.304,0.053
,,-0.216
,,-0.144
,,-0.08
,,0.124
,,
4.672,4.656,4.487
0.425,0.417,0.121
1.087,1.065,0.202
,,
,,-0.133
0.947,0.753,0.3
,,0.019
,,0.043
,,
-0.238,-0.213,0.048
0.635,0.681,0.224
-0.922,-0.914,0.092
,,-0.13
,,
,,
,,
,,0.001
,,
-0.561,-0.56,0.361
-0.952,-0.956,-0.06
-0.265,-0.265,
,,-0.134
,,0.602
-0.461,-0.331,0.293
,,-0.166
,,0.078
,,0.065
,,
,,
,,
,,
,,0.175
,,
,,
,,1.121
-0.091,-0.158,0.008
0.186,0.148,0.427
,,-0.219
,,
,,5.041
,,0.191
,,
,,-0.507
-0.451,-0.43,-0.004
,,
,,-0.049
,,-0.127
,,0.872
,,
,,-0.276
,,
,,
,,
,,0.074
,,0.315
,,-0.319
,,-0.02
,,0.168
-0.12,-0.103,-0.14
,,
,,0.052
,,
-0.79,-0.79,-0.012
,,0.926
,,-0.227
0.235,0.267,0.131
0.09,0.967,
,,-0.04
,,
,,-0.03
,,-0.045
,,0.095
2.079,0.428,-0.195
1.0,1.092,0.211
,,-0.215
,,
,,0.413
,,
0.451,0.49,0.105
,,
,,
0.067,0.056,0.051
,,
,,
,,-0.134
,,
-0.356,-0.369,-0.107
-0.376,-0.367,-0.11
1.962,1.971,0.568
-0.065,-0.11,-0.002
4.164,4.0,0.218
,,-0.512
,,
,,0.269
,,-0.06
,,0.131
-0.818,-0.876,-0.003
-0.497,-0.495,-0.163
,,-0.11
-0.887,-0.881,0.206
,,
0.105,0.571,0.507
-0.333,-0.335,-0.047
,,-0.368
,,
,-0.188,-0.221
,,
,,-0.112
1.968,1.895,0.247
-0.851,-0.851,0.434
0.556,0.529,0.206
,,-0.073
,,-0.11
,,
,,
0.064,0.067,-0.026
,,0.047
,,0.201
,,-0.152
,-0.296,0.156
,,-0.184
,,
,,
,,
-0.642,-0.642,-0.1
,,-0.258
,,
,,-0.566
-0.168,-0.167,-0.032
,,
-0.164,-0.163,0.421
,,-0.195
,,-0.665
0.442,0.462,0.11
,,-0.374
,,0.103
,,
-0.923,-0.943,-0.102
,,-0.215
,,-0.243
,,0.186
,,
,,
,,
-0.932,-0.932,0.02
0.288,0.265,0.129
,,
,,0.164
0.889,0.82,0.147
-0.524,-0.497,-0.057
,,-0.032
,,
,,
,,
,,
,,
,,0.367
,,
,,0.093
,,
,,
-0.856,-0.829,0.131
5.364,5.362,-0.008
,,
,,
,,-0.006
,,-0.098
1.778,1.796,0.293
,,0.009
,,0.891
,,
,,0.287
0.25,0.189,-0.105
,,
0.484,0.492,0.29
0.138,1.219,1.726
2.588,1.832,-0.281
,,-0.158
,,-0.104
,,
0.299,0.293,0.162
,,0.076
,,0.095
,,-0.005
-0.429,-0.429,0.04
,,
,,-0.01
,,
,,0.241
,,-0.195
,,-0.708
,,-0.022
0.692,0.691,2.042
,,-0.115
,,-0.079
,,-0.05
-0.028,-0.017,0.091
,,
,,
,-0.971,-0.092
-0.001,-0.019,-0.033
,,0.011
-0.25,-0.28,-0.01
-0.018,-0.017,0.014
0.3,0.263,0.065
,,
,,0.037
,,0.027
,,-0.022
,,0.075
,,
,,-0.812
,,-0.101
,,
,,-0.308
,,
,,
0.159,0.155,0.028
0.864,0.862,0.124
,,
0.562,0.54,0.095
,,0.284
,,-0.021
-0.484,-0.48,-0.12
,,-0.33
,,14.032
,,0.285
,,
,,0.127
,,0.107
,,-0.004
,,0.328
,,
0.284,0.237,0.172
,,0.007
,,
,,-0.082
,,-0.032
0.552,0.575,0.21
-0.369,-0.369,0.02
,,
,,
-0.236,-0.234,-0.078
-0.484,-0.485,-0.537
,,0.495
,,0.082
,,
0.575,0.652,0.248
,,-0.15
,,
,,0.212
,,0.075
,,-0.718
,,-0.11
,,0.259
,,0.129
,,
,,
-0.643,-0.658,-0.278
,,
15.667,14.042,0.162
0.881,0.902,0.591
,,0.212
,-0.839,0.232
,,
,,0.006
-0.159,-0.106,0.125
0.476,0.488,0.21
,,-0.002
,,0.162
,,
,,
,,-0.028
0.374,0.379,0.168
,,
,,
,,
,,
,,0.069
0.517,0.517,-0.009
,,
,,
,,1.802
-0.809,-0.809,-0.173
,,
-0.352,-0.352,-0.113
,,6.094
0.057,0.068,0.111
,,-0.356
-0.988,-0.988,0.1
,,-0.229
,,0.194
,,
,,
,,0.338
,,-0.11
,,-0.106
,,0.081
,,
,,-0.219
-0.927,-0.927,0.017
-0.699,-0.697,-0.133
,,
0.334,0.335,0.175
,,
,,
-0.948,-0.948,0.033
,,
-0.051,0.013,0.26
,,2.237
,,-0.395
,,
1.062,1.087,0.047
,,
-0.247,-0.24,-0.649
1.33,1.308,0.48
,,
-0.048,-0.061,-0.428
,,0.097
,,1.023
0.165,0.186,0.106
,,-0.183
,,3.487
-0.066,0.028,0.045
,,-0.123
-0.187,-0.169,0.023
,,
,,-0.095
,,0.043
1.778,7.629,
,,
,,
-0.973,-0.972,-0.466
,,0.078
,,2.797
,,-0.74
,,0.179
,,
,,
,,-0.039
,,0.319
-0.5,-0.717,-0.148
,,
,0.734,-0.025
,,-0.29
,,-0.356
,,0.133
,,0.337
-0.558,-0.549,0.283
-0.124,-0.085,0.132
,,0.053
-0.524,-0.497,-0.057
,,-0.266
,,0.464
,,
,,-0.014
,,
,,-0.395
,,
,,
1.548,1.581,0.17
,,0.129
,,0.219
-0.321,-0.309,-0.027
,,
,,-0.062
-0.267,-0.197,-0.155
,,
0.948,0.997,-0.684
,,
,,0.96
,,
,,
-0.028,-0.045,-0.003
,,-0.023
-0.721,-0.704,0.13
,,-0.178
,,-0.28
,,
,,0.014
0.489,0.461,0.202
72.016,54.478,1.128
,,-0.059
,,
,,-0.952
,,-0.055
,,
,,-0.077
,,
,,
,,
,,3.302
,,-0.131
-0.241,-0.253,-0.045
,,-0.753
,,-0.126
,,0.024
1.09,1.112,0.266
,,-0.313
,,
,,-0.09
-0.4,-0.322,-0.221
,,7.823
,,-0.121
,,0.377
,,
,,
,,-0.072
,,-0.005
,,
,,0.192
,,
0.71,0.677,-0.002
,7.704,-0.345
7.031,6.771,-0.031
0.208,0.22,0.185
,,
-0.437,-0.686,
-0.846,-0.846,0.061
,,0.059
,,
,0.996,-0.204
-0.75,-0.431,-0.132
0.34,0.347,0.14
,,-0.04
,,-0.254
0.09,0.967,
,,1.363
,,
,,0.085
,,0.417
,,0.022
-0.727,-0.717,1.162
,,0.391
,,0.02
-0.471,-0.521,0.131
,,-0.665
,,
,,-0.371
,,0.008
,,
,,-0.088
,,
0.036,0.036,0.135
,,0.097
,,
0.276,0.268,0.089
,,
,,
,,-0.118
,,-0.233
,,
,,
,,0.125
,,
,,
0.786,0.72,0.111
,,
,,
,,
,,-0.199
,,
,,0.06
-0.398,-0.274,-0.077
,,-0.338
0.5,0.573,0.08
-0.156,-0.167,-0.0
-0.621,-0.621,-0.046
,,
,,0.022
,,4.739
,,-0.013
,,-0.75
,,0.201
-0.187,-0.169,0.023
,,-0.187
,,-0.235
,,-0.055
,,-0.096
,,
-0.662,-0.662,0.153
-0.434,-0.434,1.993
,,
,,0.026
,7.704,-0.345
,,
,,-0.286
,,
,,
,,0.206
,,
,,19.119
0.105,0.116,0.099
,,-0.258
,,
2.704,2.707,-0.571
,,-0.998
,,-0.45
,,-0.5
,,
,,
1.247,1.245,0.366
0.371,0.339,0.056
,,0.749
2.065,1.837,0.045
0.127,0.253,0.116
,,0.184
,,-0.005
-0.564,-0.564,-0.038
,,-0.138
-0.584,-0.584,
,,0.01
,,
,,1.699
,,0.217
,,-0.206
,,-0.057
,,
,,-0.826
,,0.344
,,1.905
,,
,,-0.004
,,
7.38,28.594,
,,
,,-0.041
1.084,1.095,0.315
,,
,,-0.136
-0.047,-0.047,-0.013
,,
,,0.218
,,
-0.462,-0.467,-0.054
,,
,,
-0.505,-0.652,
,,-0.086
,,-0.23
,,0.012
,,1.06
,,
-0.62,-0.62,-0.334
,,
,,0.668
,,-0.1
,,
,,-0.292
,,
,,0.105
-0.984,-0.985,-0.221
,,-0.036
,,
,,
,,
0.676,0.692,0.353
0.075,0.084,0.087
,,1.232
,,
0.129,0.131,0.28
,,0.742
,,
,,-0.152
,,
,,0.228
,,
,,1.268
,,0.225
,,0.345
,,
,,
,,
,,0.421
,,
,,
,,-0.26
0.716,0.706,0.187
,,
,,0.036
,,0.857
,,-0.184
,,0.162
,,
,,-0.048
,,-0.163
,,
,,0.497
,,
,,-0.069
-0.916,-0.903,-0.009
,,-0.205
,,
0.0,0.045,0.035
0.516,0.517,0.264
,,-0.035
,,4.522
,,
,,
,,-0.173
,,-0.489
,,-0.466
,,0.997
-0.561,-0.549,-0.05
,,-0.626
,,59.947
,,0.202
,,
,,
0.409,0.442,
,,0.375
,,
,,
,,
,,-0.172
,,0.144
,,-0.033
,,-0.731
,,
0.057,0.057,0.038
,,-0.211
,,
,,-0.252
,,
-0.03,-0.017,0.041
,,0.016
,,-0.284
0.094,0.115,0.119
,,-0.058
-0.7,-0.698,0.114
,,0.312
,,
,,0.178
,,0.266
-0.369,-0.358,0.318
0.12,0.101,0.068
,,
0.067,0.185,0.049
0.551,0.548,0.04
,,
,,0.085
,,0.183
,,-0.856
,,
0.545,0.545,0.14
,,
,,5.207
,,-0.476
-0.765,-0.763,-0.002
,,0.894
-0.924,-0.933,-0.085
,,0.392
0.409,0.428,0.151
,,
,,
,,
,,
,,
,,
,,
,,-0.016
,,-0.386
,,
-0.628,-0.646,-0.114
,,0.92
,,
,,-0.12
,,-0.41
,,0.536
2.343,0.313,
-0.311,-0.311,-0.01
,,-0.072
-0.003,-0.003,0.025
0.307,0.307,0.782
,,-0.076
-0.478,-0.466,-0.673
,,-0.148
,,-0.095
-0.939,-0.939,-0.077
-0.75,-0.746,-0.172
,,
,,-0.07
,,-0.395
,,0.443
,,
,,
,,
,,
,,
,,0.087
,,-0.069
,,
,,-0.064
,,
-0.753,-0.758,-0.269
,,0.605
-0.722,-0.727,-0.225
,,
,,
,,
,,-0.216
,,
,,0.217
,,0.03
,,-0.111
,,
,,0.183
,,6.752
,,
0.0,-0.132,
-0.619,-0.619,-0.02
,,
,,
,,113.532
0.456,0.476,0.102
,,-0.257
,,
,,
,,-0.891
,,
,,
,,
,,-0.23
,,-0.155
,,
,,0.05
,,
,,0.201
-0.69,-0.698,-0.039
,,0.221
,,
,,
,,0.159
,,
,,-0.155
,,-0.032
,,
0.532,0.504,0.162
3.946,3.577,0.869
,,-0.061
,,-0.355
,,-0.27
,,
-0.003,-0.011,0.2
-0.136,-0.145,
-0.433,-0.4,0.111
,,9.53
,,
-0.09,-0.09,-0.035
,,
,,
,,
,,0.028
,,0.004
,,0.178
,,
,,
,,
-0.361,-0.361,0.024
2.864,2.916,-0.117
4.876,4.876,2.177
,,1.48
,,0.255
,,
,,1.229
-0.134,-0.115,0.053
,,
,,
,,0.174
,,2.504
,,-0.137
0.219,0.197,0.226
,,
0.327,0.295,0.145
,,-0.022
,,
,,3.981
,,0.151
,,0.128
0.455,0.467,0.092
,,
,,
,,
,,0.221
,,
,,0.192
,,0.634
,,
,,
,,0.646
,,0.014
,,-0.357
,,
,,-0.263
,,
,,0.049
,,-0.575
,,-0.086
-0.9,-0.875,0.04
0.029,-0.302,
,,
,,
,,
,,-0.432
0.088,0.094,0.023
,,
,,0.864
,,1.592
,,
,,
,,-0.937
,,-0.09
,,0.07
,,
,,0.255
-0.839,-0.512,0.342
,,-0.419
,,36.112
,,0.113
,,
-0.922,-0.927,-0.24
,,
,,
,,-0.31
-0.545,-0.514,0.197
0.095,0.09,0.106
,,
12.86,12.816,0.855
,,0.048
