Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
16.57,16.962,1308999936.0,111000000.0,-1197999936.0,5.575,-0.1361963190184049
0.619,1.077,136021000192.0,190000005120.0,53979004928.0,20.656,0.936646932758089
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
1.024,1.056,27411987038208.0,22665303687168.0,-4746683351040.0,1196.866,
5.861,6.153,28000000.0,1098000000.0,1070000000.0,12.751,1.2251797769442607
8.561,9.241,721182976.0,418980000.0,-302202976.0,92.51,-2.976217537080184
0.575,0.902,5219999744.0,22766999552.0,17546999808.0,207.539,6.340016470687537
0.795,0.962,567907008.0,1781954048.0,1214047040.0,144.985,
0.093,0.208,172411008.0,184260000.0,11848992.0,10.697,0.3171657760549774
1.251,1.473,106401000.0,3336531968.0,3230130968.0,85.685,3.4276738710746573
1.903,1.937,1672600064.0,10788700160.0,9116100096.0,539.462,9.817727249219466
0.79,1.491,148276992.0,410119008.0,261842016.0,59.068,1.3059783971060275
1.187,1.612,953814976.0,1444035968.0,490220992.0,41.194,1.4349427016609497
6.279,6.509,214840992.0,9669555200.0,9454714208.0,348.446,
0.929,1.361,884435008.0,2055179008.0,1170744000.0,58.094,2.7568348525519344
0.929,1.361,884435008.0,2055179008.0,1170744000.0,58.094,2.7568348525519344
1.71,2.474,2276999936.0,5619999744.0,3342999808.0,52.08,4.333076346427823
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
0.07,0.184,184015008.0,14589154304.0,14405139296.0,929.5,5.764265546980746
0.25,0.742,817000000.0,16113000448.0,15296000448.0,453.887,1.7722174330936717
0.619,1.077,136021000192.0,190000005120.0,53979004928.0,20.656,0.936646932758089
0.15,0.605,830000000.0,29998999552.0,29168999552.0,409.878,9.903928750693774
1.903,1.937,1672600064.0,10788700160.0,9116100096.0,539.462,9.817727249219466
1.26,1.362,17532141568.0,5298034176.0,-12234107392.0,36.842,3.134810850922621
0.521,0.628,451001984.0,4163057920.0,3712055936.0,38.177,1.0718053343949046
0.551,1.327,6862616064.0,12683850752.0,5821234688.0,64.424,3.1081890065885993
3.051,4.991,574764032.0,1524368000.0,949603968.0,246.092,12.274878005572287
0.719,0.879,74000000.0,3399000064.0,3325000064.0,70.592,4.414285797402598
0.976,1.081,343000000.0,2908999936.0,2565999936.0,59.586,2.9653414230377164
3.265,3.513,791097984.0,179842000.0,-611255984.0,8.844,0.23011792962334945
0.637,1.03,613777984.0,6206436864.0,5592658880.0,119.064,5.263095464359381
2.46,3.329,991849024.0,3374859008.0,2383009984.0,44.664,4.042095854971926
0.722,1.181,1432899968.0,3805700096.0,2372800128.0,136.371,3.768392885841596
1.351,1.637,255164992.0,980937984.0,725772992.0,117.628,3.93481676666199
1.019,1.528,759633984.0,1787863040.0,1028229056.0,36.065,0.831453571052276
1.06,1.289,545185024.0,6617796096.0,6072611072.0,213.599,5.337853614579982
0.376,1.136,286200000.0,4626500096.0,4340300096.0,36.763,2.3789079062114356
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
1.709,2.039,1570110976.0,1902548992.0,332438016.0,116.705,1.7113301621275594
0.722,1.181,1432899968.0,3805700096.0,2372800128.0,136.371,3.768392885841596
1.133,2.086,667000000.0,6387500032.0,5720500032.0,134.332,4.5897105546243715
0.546,0.949,613800000.0,6539200000.0,5925400000.0,47.397,2.7576433750542892
1.905,15.982,288743008.0,652732032.0,363989024.0,33.237,-2.665289457055364
3.791,3.924,16021836800.0,199486000.0,-15822350800.0,1.185,0.08544164838849459
3.555,3.926,5130999808.0,741000000.0,-4389999808.0,7.884,-0.24176183212814267
1.029,1.227,901156992.0,123020000.0,-778136992.0,3.144,0.15392064587194987
0.685,1.051,124000000.0,1796999936.0,1672999936.0,63.008,2.1808251650485437
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
,,139090469060608.0,78270770970624.0,-60819698089984.0,,
1.27,3.205,928000000.0,2390000128.0,1462000128.0,36.511,1.54392773126615
1.821,1.845,19815868416.0,21772689408.0,1956820992.0,51.559,1.0592118497228176
7.589,8.387,6385800192.0,1761799936.0,-4624000256.0,35.325,20.58177495327103
0.399,0.433,20000000.0,6595999744.0,6575999744.0,63.564,1.4882670902527075
0.546,0.949,613800000.0,6539200000.0,5925400000.0,47.397,2.7576433750542892
1.147,2.329,65400000.0,505700000.0,440300000.0,53.327,1.5380170316301702
1.69,1.78,290239008.0,1412071936.0,1121832928.0,46.286,2.613699339610315
,,,,,,
0.971,1.647,177900000.0,332900000.0,155000000.0,18.035,0.43340712650569985
0.243,0.257,22172999680.0,69319000064.0,47146000384.0,669.943,
3.621,4.856,1058478016.0,30928000.0,-1027550016.0,1.052,0.03413294721135764
0.796,0.906,5473757184.0,16223410176.0,10749652992.0,64.57,1.53276603327932
6.429,6.897,1241112064.0,7859430912.0,6618318848.0,112.053,9.567508946292948
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
0.12,0.297,1703000064.0,52942000128.0,51239000064.0,131.69,13.655403921059028
4.229,4.979,1144615040.0,1044387968.0,-100227072.0,185.604,6.521148194862445
70.561,71.272,534424992.0,1864000.0,-532560992.0,0.268,-0.0254839768128623
0.672,0.817,1378000000.0,3910000128.0,2532000128.0,,-43.44444586666667
1.429,1.839,9395999744.0,2419000064.0,-6976999680.0,5.254,0.11202704909784333
2.091,2.999,934243968.0,5471000.0,-928772968.0,0.276,0.014462295909010625
1.113,2.52,319600000.0,1890000000.0,1570400000.0,101.722,2.5564724493536026
6.429,6.897,1241112064.0,7859430912.0,6618318848.0,112.053,9.567508946292948
1.26,1.362,17532141568.0,5298034176.0,-12234107392.0,36.842,3.134810850922621
0.509,1.407,256000000.0,3518000128.0,3262000128.0,52.886,2.381855301583439
0.701,1.187,3794399920128.0,10750200381440.0,6955800461312.0,56.948,2.1588575534187315
1.22,1.846,877187968.0,7294794752.0,6417606784.0,95.223,4.274468305168559
1.085,1.218,2164406016.0,31591444480.0,29427038464.0,844.044,13.170339582883308
1.821,1.845,19815868416.0,21772689408.0,1956820992.0,51.559,1.0592118497228176
0.737,0.999,123293999104.0,383103991808.0,259809992704.0,131.462,3.7280707425565733
1.276,1.393,739430976.0,12815374336.0,12075943360.0,825.189,4.767675690224094
0.151,1.14,206743008.0,67201000.0,-139542008.0,14.09,0.19474204759499006
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
3.804,6.754,424563008.0,220528992.0,-204034016.0,17.043,1.247075001140033
1.22,1.846,877187968.0,7294794752.0,6417606784.0,95.223,4.274468305168559
0.213,0.248,1393500032.0,1589299968.0,195799936.0,25.619,1.2793720977822125
2.234,3.321,393920000.0,770620032.0,376700032.0,41.779,1.37494831499165
1.319,1.412,418441984.0,2039773952.0,1621331968.0,100.93,4.1612329738565315
0.715,0.956,117000000.0,8094000128.0,7977000128.0,83.737,8.151057530715004
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
,,3531005952.0,2839307008.0,-691698944.0,,
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
1.429,1.839,9395999744.0,2419000064.0,-6976999680.0,5.254,0.11202704909784333
3.995,4.826,1207467008.0,87864000.0,-1119603008.0,6.153,-0.14378900618820334
1.844,2.164,743401984.0,26600000.0,-716801984.0,1.472,0.038940010974876114
0.978,1.068,1564400000.0,4184699904.0,2620299904.0,110.56,2.433389534144598
1.155,1.293,620880000.0,72367000.0,-548513000.0,5.943,-0.758198352995411
1.3,1.479,540244992.0,0.0,-540244992.0,,0.0
0.285,0.781,143000000.0,7264999936.0,7121999936.0,187.629,3.9164418788936493
2.369,2.917,127566000.0,39646000.0,-87920000.0,8.701,0.2672733870078734
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
,,2855919104.0,4856636928.0,2000717824.0,,
2.138,2.528,339025985536.0,286155014144.0,-52870971392.0,17.309,2.0143072135440483
2.138,2.528,339025985536.0,286155014144.0,-52870971392.0,17.309,2.0143072135440483
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
0.961,1.223,342465984.0,838636032.0,496170048.0,23.654,0.8441279147070373
1.226,1.987,371800000.0,1085600000.0,713800000.0,42.012,1.5521875893623105
4.741,5.188,756892032.0,1858365952.0,1101473920.0,,-2.979430344028799
0.265,1.146,800299008.0,1360052992.0,559753984.0,2202.765,9.01808182264246
4.641,4.953,935516032.0,99187000.0,-836329032.0,9.044,-1.0877079472304774
0.107,1.251,544731008.0,11241929728.0,10697198720.0,643.138,15.478739629592685
1.885,2.673,434703008.0,3357328896.0,2922625888.0,36.512,5.1373089677506165
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
1.343,2.312,347000000.0,1502000000.0,1155000000.0,41.664,2.3286821705426357
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
0.69,1.999,320100000.0,5003800064.0,4683700064.0,74.596,4.144963605036448
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
0.284,0.304,,3491678976.0,,46.652,2.612822231008657
1.182,2.095,1483405952.0,2246536960.0,763131008.0,41.792,2.1071471213472868
1.343,2.312,347000000.0,1502000000.0,1155000000.0,41.664,2.3286821705426357
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
4.472,4.815,420264992.0,161623008.0,-258641984.0,11.116,-0.9202209163221036
1.1,1.177,242832992.0,1071636992.0,828804000.0,61.514,1.656025087536974
1.609,1.665,8808999936.0,3563000064.0,-5245999872.0,77.406,1.991615534635771
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
1.15,2.78,261834000.0,1367956992.0,1106122992.0,51.966,2.246098365072708
0.704,1.058,412000000.0,5725700096.0,5313700096.0,176.382,5.327223758838854
1.378,2.311,1806829056.0,3746203904.0,1939374848.0,35.682,7.916678438897389
2.964,3.172,1041344000.0,162691008.0,-878652992.0,4.435,0.22769590958400224
0.717,1.215,169764992.0,1171936000.0,1002171008.0,43.121,1.4666231601434114
0.194,0.711,68000000.0,8310600192.0,8242600192.0,93.036,4.014394713109235
0.419,0.823,1350000000.0,30891999232.0,29541999232.0,313.243,10.042912624187256
0.329,0.357,412000000.0,11870000128.0,11458000128.0,249.317,5.482679205030702
1.221,1.306,311920992.0,52643000.0,-259277992.0,5.532,0.13178837691154355
0.609,0.928,237000000.0,2216000000.0,1979000000.0,89.355,1.5157318741450068
0.631,0.631,922700032.0,1883900032.0,961200000.0,12.594,1.5397629609542993
1.154,1.967,134300000.0,1019299968.0,884999968.0,66.478,2.279803104450906
2.935,3.826,735225984.0,568705024.0,-166520960.0,45.016,3.191833862580772
0.121,0.2,8741000.0,3419728896.0,3410987896.0,118.359,4.8427730219550105
104.476,105.047,167516995584.0,3350240952320.0,3182723956736.0,5169.248,
4.459,5.106,797024000.0,123949000.0,-673075000.0,17.809,-0.401915070234374
0.346,0.775,500000.0,5901700096.0,5901200096.0,127.058,4.456131150709755
1.567,2.022,2040999936.0,4076999936.0,2036000000.0,67.177,2.1212278543184184
1.514,2.592,371500000.0,198000000.0,-173500000.0,10.463,0.40615384615384614
0.645,0.963,320000000.0,10282999808.0,9962999808.0,113.299,5.3005153649484535
1.768,2.055,442720992.0,2634348032.0,2191627040.0,,5.133100091970507
,,3208999936.0,6918000128.0,3709000192.0,,
0.271,1.345,1439620992.0,3918718976.0,2479097984.0,149.329,
1.303,1.741,201806000.0,1548749952.0,1346943952.0,90.421,2.907440561043627
1.448,2.154,92304000.0,2557475072.0,2465171072.0,101.758,3.9350067123637182
0.509,0.695,111000000.0,1687000064.0,1576000064.0,21.504,2.6359376
10.245,10.712,438016000.0,244374000.0,-193642000.0,87.818,-4.633824449627396
0.243,0.257,22172999680.0,69319000064.0,47146000384.0,669.943,
3.581,4.37,227943008.0,1269063936.0,1041120928.0,,6.374867445605077
0.606,0.783,67000000.0,3539200000.0,3472200000.0,31.855,1.4694012729213313
1.314,1.479,36268998656.0,20163999744.0,-16104998912.0,22.83,0.2849924624948332
1.152,1.547,342300000.0,3776600064.0,3434300064.0,107.476,3.8678820811142973
0.243,0.257,22172999680.0,69319000064.0,47146000384.0,669.943,
1.093,1.1,15457261568.0,7436429824.0,-8020831744.0,455.289,
0.618,0.697,340415008.0,3514681088.0,3174266080.0,,3.6608591346737778
0.518,0.603,180000000.0,3416000000.0,3236000000.0,32.802,10.136498516320474
2.533,2.636,1650616960.0,126212000.0,-1524404960.0,10.585,-12.119454580372576
2.384,2.889,858435008.0,2536857088.0,1678422080.0,102.731,32.40664632993536
0.518,0.603,180000000.0,3416000000.0,3236000000.0,32.802,10.136498516320474
,,,,,,
1.023,1.345,3174000128.0,7541400064.0,4367399936.0,40.337,2.179532341482875
1.023,1.345,3174000128.0,7541400064.0,4367399936.0,40.337,2.179532341482875
0.95,1.569,5918000128.0,5734000128.0,-184000000.0,47.221,3.7440417944437887
0.883,1.838,191700000.0,1498300032.0,1306600032.0,33.636,1.2650287335359676
,,2269918976.0,3733040128.0,1463121152.0,,
1.329,1.41,411567008.0,79016000.0,-332551008.0,12.652,0.26841042222695916
1.206,1.775,1405214976.0,4261676032.0,2856461056.0,137.79,4.354941458270317
0.493,0.535,46148000.0,1496916992.0,1450768992.0,43.935,3.409119255190256
0.234,1.255,176876000.0,1951840000.0,1774964000.0,85.072,3.893991748529658
1.672,1.834,1631687936.0,539033984.0,-1092653952.0,14.446,0.6798765044731085
0.806,2.636,582379008.0,9639735296.0,9057356288.0,126.869,5.555809561131186
1.18,2.596,539000000.0,4208999936.0,3669999936.0,62.125,4.9988122755344415
0.203,2.394,262819008.0,19486978048.0,19224159040.0,309.961,16.71641586518824
0.806,2.636,582379008.0,9639735296.0,9057356288.0,126.869,5.555809561131186
0.806,2.636,582379008.0,9639735296.0,9057356288.0,126.869,5.555809561131186
1.672,1.834,1631687936.0,539033984.0,-1092653952.0,14.446,0.6798765044731085
0.696,0.707,4500000.0,3714400000.0,3709900000.0,731.757,3.152070604209097
1.237,1.617,24367994880.0,6049999872.0,-18317995008.0,21.725,0.7320068539654377
1.206,1.775,1405214976.0,4261676032.0,2856461056.0,137.79,4.354941458270317
0.548,0.866,171200000.0,3407300096.0,3236100096.0,68.268,3.595715593077248
0.806,2.636,582379008.0,9639735296.0,9057356288.0,126.869,5.555809561131186
,,5486287872.0,4490126848.0,-996161024.0,,
0.804,1.821,874000000.0,3195000064.0,2321000064.0,34.178,4.968895900466563
1.137,1.941,178500000.0,722400000.0,543900000.0,49.338,1.0889357853482062
,,5590000128.0,9095000064.0,3504999936.0,,
1.001,3.585,624166976.0,1989169024.0,1365002048.0,86.204,1.9265372666370337
0.564,1.277,126201004032.0,1220642996224.0,1094441992192.0,71.692,9.935053417383697
0.621,0.976,449500000.0,4242500096.0,3793000096.0,67.492,3.979458046470929
0.564,1.277,126201004032.0,1220642996224.0,1094441992192.0,71.692,9.935053417383697
0.303,1.171,284100000.0,714400000.0,430300000.0,44.05,0.9510117145899893
0.175,0.175,308000000.0,1768999936.0,1460999936.0,,
1.247,1.279,246403891200.0,172487245824.0,-73916645376.0,774.535,
1.154,1.351,176411008.0,7935000.0,-168476008.0,0.547,0.029268996142851646
0.175,0.175,308000000.0,1768999936.0,1460999936.0,,
0.175,0.175,308000000.0,1768999936.0,1460999936.0,,
0.651,2.175,323257984.0,5174689792.0,4851431808.0,65.957,5.619446407453144
0.438,0.765,935000000.0,11738999808.0,10803999808.0,599.847,7.012544688172043
1.011,1.03,,3023800064.0,,144.86,3.33016524984904
1.186,1.223,2408999936.0,139204001792.0,136795001856.0,133.795,15.415726213913496
2.099,3.459,162186000.0,444057984.0,281871984.0,23.142,1.905803653830941
0.976,1.052,3879099904.0,986700032.0,-2892399872.0,45.617,1.84948459606373
0.976,1.052,3879099904.0,986700032.0,-2892399872.0,45.617,1.84948459606373
2.126,3.898,88986001408.0,58078998528.0,-30907002880.0,11.425,0.5878604860230058
1.393,1.422,699372992.0,343143008.0,-356229984.0,37.651,0.8938646029927639
0.688,1.033,2554577027072.0,11061572927488.0,8506995900416.0,92.4,2.2726059559851812
2.196,3.372,74476003328.0,64477999104.0,-9998004224.0,13.956,0.5171022810552925
,,,,,,
2.286,3.711,107156000.0,21898000.0,-85258000.0,3.187,0.31959018666355316
,,1986635008.0,7872396800.0,5885761792.0,,
0.437,0.466,180530000.0,4573966848.0,4393436848.0,130.637,5.813807773042593
1.502,1.613,411327008.0,1483878016.0,1072551008.0,56.602,2.7405886801516486
6.438,8.361,548177024.0,1538070016.0,989892992.0,462.233,2.0275112259425256
1.534,2.608,1028630976.0,991409024.0,-37221952.0,32.959,1.110656896332798
1.031,1.613,81100000.0,565699968.0,484599968.0,67.522,1.324824281030445
1.09,1.256,27219302400.0,7316940800.0,-19902361600.0,17.789,0.7737920940213516
0.437,0.466,180530000.0,4573966848.0,4393436848.0,130.637,5.813807773042593
0.523,1.48,783900032.0,3153499904.0,2369599872.0,70.504,3.382494686002542
3.562,3.698,263347008.0,377316992.0,113969984.0,37.92,1.2038855450902315
0.412,0.585,8573000192.0,37200998400.0,28627998208.0,,7.2828896367305695
0.969,1.174,243484992.0,2327767040.0,2084282048.0,91.508,3.7594349295811917
0.276,0.408,1473501.0,1875000.0,401499.0,65.15,-1.608045200220924
0.595,1.411,145000000.0,3358000128.0,3213000128.0,68.545,3.2350675606936417
0.976,0.999,104973000.0,5149628928.0,5044655928.0,174.377,5.96300670357874
1.89,2.814,1165478016.0,1549200000.0,383721984.0,45.073,2.282518480325716
,,4117165056.0,2634787072.0,-1482377984.0,,
1.069,2.869,369508000.0,648689024.0,279181024.0,37.501,2.1502553168920713
1.056,1.117,5824000.0,3244905984.0,3239081984.0,57.387,5.692168169222745
0.684,1.479,736700032.0,2245100032.0,1508400000.0,107.421,2.324360655989708
2.883,4.372,877100032.0,2608199936.0,1731099904.0,229.858,40.43720831007752
1.762,2.782,868000000.0,1787000064.0,919000064.0,42.296,1.3756735765641963
1.758,1.915,1397260032.0,595014016.0,-802246016.0,64.171,-14.268921247002398
2.095,4.074,229446000.0,121409000.0,-108037000.0,2.826,0.16507338874428046
0.651,2.175,323257984.0,5174689792.0,4851431808.0,65.957,5.619446407453144
0.879,1.746,701000000.0,2915000064.0,2214000064.0,46.506,2.362236680713128
0.73,0.801,1158951936.0,6646117888.0,5487165952.0,169.087,4.500567177879413
,,7304903168.0,5114023936.0,-2190879232.0,,
1.591,3.873,169222000.0,1984400000.0,1815178000.0,139.45,2.364940132930134
1.369,2.049,2491000064.0,3567000064.0,1076000000.0,12.702,3.3398877003745318
39.548,40.537,4503151104.0,99694000.0,-4403457104.0,2.07,-0.08682172493411672
0.068,0.381,4495010955264.0,65953140310016.0,61458129354752.0,,-1.4482486634894656
,,6789431808.0,1542482048.0,-5246949760.0,,
1.449,1.774,5973000.0,4644593152.0,4638620152.0,106.469,5.711501662567634
0.167,0.812,62900000.0,9304599552.0,9241699552.0,376.781,5.668006549707602
0.968,1.219,4333086208.0,30199339008.0,25866252800.0,152.587,21.669101863976184
1.274,1.82,352000000.0,0.0,-352000000.0,,0.0
1.369,2.049,2491000064.0,3567000064.0,1076000000.0,12.702,3.3398877003745318
0.778,1.711,2220000000.0,5486000128.0,3266000128.0,165.191,3.290941762075421
1.318,2.683,1211800064.0,551200000.0,-660600064.0,28.722,0.637006697945144
0.402,0.547,134000.0,1384141952.0,1384007952.0,33.541,1.2868490788236056
6.429,6.897,1241112064.0,7859430912.0,6618318848.0,112.053,9.567508946292948
0.221,1.219,205000000.0,14299899904.0,14094899904.0,203.964,7.292147052879863
,,4256999936.0,7554999808.0,3297999872.0,,
0.314,0.459,39317000.0,2743352064.0,2704035064.0,92.198,1.994943119872018
3.474,4.064,287894016.0,1106758016.0,818864000.0,52.112,2.728000518053837
0.575,1.814,289000000.0,5920999936.0,5631999936.0,90.494,3.556156254410811
0.782,3.106,15386999808.0,12716999680.0,-2670000128.0,43.545,
1.626,3.374,190400000.0,477192000.0,286792000.0,24.724,0.8929457866683369
2.279,2.532,3029299968.0,3768600064.0,739300096.0,186.675,6.191226985182745
