Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
0.634,1.053,4030000.0,2125000.0,-1905000.0,5.25,-0.2901023890784983
0.033,0.033,3703.0,103321.0,99618.0,,
0.255,0.868,5847000.0,596000.0,-5251000.0,,-0.21791590493601462
0.013,0.072,131003.0,9008194.0,8877191.0,,
0.121,0.955,2207000.0,30530000.0,28323000.0,443.75,-0.9868123343461116
,,,,,,
1.379,3.245,42380.0,140564.0,98184.0,0.755,-0.07179977545330747
1.082,1.329,502000.0,3152000.0,2650000.0,,0.5166366169480413
3.605,4.453,1573525.0,0.0,-1573525.0,,-0.0
0.425,0.482,594408.0,11000.0,-583408.0,135.551,
0.212,0.65,262374.0,78627.0,-183747.0,,-0.022376126212655587
0.854,1.201,7047245.0,22563096.0,15515851.0,585.751,7.062497026395591
0.115,0.44,1456696.0,3746266.0,2289570.0,,-1.3328705737945512
5.408,5.505,1293470.0,0.0,-1293470.0,,0.0
0.557,1.416,1957000.0,13327267.0,11370267.0,432.476,-3.5006302689313795
0.0,0.002,440.0,4698201.0,4697761.0,,
0.835,1.468,28065000.0,487022016.0,458957016.0,528.665,8.928647673523265
0.001,0.001,1138.0,1067837.0,1066699.0,16.781,-32.72361485658249
0.04,0.066,35235.0,4428510.0,4393275.0,,-0.9344695354334812
19.522,19.665,17824000.0,0.0,-17824000.0,,-0.0
2.682,3.48,2879000.0,0.0,-2879000.0,,-0.0
2.031,2.053,2578000.0,160000.0,-2418000.0,11.544,-0.53156146179402
0.054,0.059,102134.0,2011818.0,1909684.0,,-1.1534853373131795
0.345,0.377,39284.0,1062114.0,1022830.0,,-6.153044908930806
26.169,26.676,1858000.0,0.0,-1858000.0,,
,,,,,,
25.097,25.675,1002036.0,0.0,-1002036.0,,0.0
0.012,0.021,821.0,0.0,-821.0,,
0.361,1.47,1706000.0,194000.0,-1512000.0,5.43,-0.059858068497377355
0.002,0.006,822.0,0.0,-822.0,,
0.028,0.119,17213.0,4244250.0,4227037.0,48.683,-0.5238511007630693
0.394,0.441,1712000.0,2971000.0,1259000.0,45.366,-0.29465436873946244
0.327,0.571,696553.0,3864364.0,3167811.0,303.195,-15.067567620258199
1.108,1.162,8424317.0,396712.0,-8027605.0,,-0.03362031917743474
2.846,3.067,4817672.0,712981.0,-4104691.0,19.775,-0.06100258408014293
0.009,0.01,53583.0,1628880.0,1575297.0,,
2.551,3.893,4282000.0,189000.0,-4093000.0,2.549,-0.0743801652892562
0.038,0.473,5586.0,0.0,-5586.0,,
,,,,,,
0.228,0.303,475000.0,4030000.0,3555000.0,,-0.3183254344391785
2.266,3.088,5228000.0,0.0,-5228000.0,,
0.201,1.334,2116.0,11780210.0,11778094.0,78.109,-0.6086654643068504
2.218,2.415,5122000.0,96000.0,-5026000.0,2.89,-0.00957414979555201
0.302,0.325,297647.0,0.0,-297647.0,,-0.0
0.033,0.127,185313.0,8218488.0,8033175.0,202.477,-1.5032168723422508
16.35,17.241,6640468.0,0.0,-6640468.0,,
1.622,2.244,1184000.0,0.0,-1184000.0,,-0.0
0.66,0.731,9066.0,631990.0,622924.0,101.974,-3.1968577224051677
0.616,0.733,776646.0,0.0,-776646.0,,-0.0
0.06,0.106,272450.0,4997736.0,4725286.0,,-2.6023775677575567
0.027,0.027,5244.0,65000.0,59756.0,2.226,
3.136,3.213,1808574.0,557492.0,-1251082.0,37.844,-0.06535289251363961
0.049,0.12,403086.0,26712468.0,26309382.0,610.068,-2.914923312190543
6.315,6.471,6480930.0,0.0,-6480930.0,,
0.031,0.16,245367.0,17422644.0,17177277.0,,-27.451760301513872
0.206,0.416,11525.0,616439.0,604914.0,,
3.052,6.018,9096424.0,1251482.0,-7844942.0,6.677,1.604383883369934
0.0,0.01,3186.0,1976654.0,1973468.0,,-3.155124582994142
7.917,7.965,26712000.0,927000.0,-25785000.0,1.227,-0.24753004005340454
0.815,1.061,1362000.0,2455000.0,1093000.0,60.662,-0.30653015357722563
1.552,2.527,805157.0,1060142.0,254985.0,49.398,2.247301479628609
1.014,1.53,6470481.0,10245615.0,3775134.0,6.726,2.4663238814646844
0.247,0.254,613221.0,605662.0,-7559.0,,-0.3601910672719985
0.527,0.959,294225.0,5661396.0,5367171.0,3223.038,-3.601312182855747
0.001,0.008,112.0,0.0,-112.0,,-0.0
0.114,0.337,1246000.0,230148992.0,228902992.0,,-13.5143271873165
0.382,0.613,51743.0,0.0,-51743.0,,-0.0
0.012,0.108,21093.0,1189571.0,1168478.0,,
1.794,1.813,4261000.0,45000.0,-4216000.0,2.467,-0.0030702053626253667
0.034,0.133,158942.0,17475592.0,17316650.0,3915.994,-2.0512693141445104
0.409,0.484,109213000.0,70309000.0,-38904000.0,,-0.10842491222993408
0.0,2.808,4474.0,835609.0,831135.0,1.509,-0.18236260917141356
6.467,7.269,4323134.0,714580.0,-3608554.0,13.082,-0.12098792982097314
8.771,10.223,12129873.0,121767.0,-12008106.0,0.928,-0.007819580990622821
0.637,1.096,740857.0,481079.0,-259778.0,452.082,-0.3169739689166146
0.585,0.636,2501000.0,0.0,-2501000.0,,-0.0
0.01,0.018,9010.0,714229.0,705219.0,,
0.479,0.537,375006.0,0.0,-375006.0,,
0.061,0.363,553000.0,11375000.0,10822000.0,,-0.5286026302337469
0.464,0.534,246643.0,0.0,-246643.0,,
0.108,0.432,1701000.0,8693000.0,6992000.0,241.07,-0.521694772850027
0.706,2.191,1576632.0,9612952.0,8036320.0,60.576,18.89527448702602
0.519,0.893,564637.0,11260488.0,10695851.0,477.952,5.48819042318158
3.097,3.266,9555000.0,267000.0,-9288000.0,3.881,-0.01738734045324303
0.295,0.312,129942.0,61092.0,-68850.0,2.488,-0.018034842209891058
0.014,0.017,38293.0,109937.0,71644.0,,
0.52,1.259,1110000.0,3700000.0,2590000.0,134.448,6.0855263157894735
0.235,0.575,414648.0,8262721.0,7848073.0,,-0.4807051146005248
1.064,1.166,1531657.0,3184573.0,1652916.0,,-2.791053932846214
0.548,1.013,622820.0,3780248.0,3157428.0,46.374,-0.6229844766738107
0.146,0.148,2662.0,145934.0,143272.0,2.28,-0.03537341159725495
0.059,0.705,331601.0,3616736.0,3285135.0,,
0.337,0.536,4617000.0,356000.0,-4261000.0,,-0.029285949325436
1.157,1.39,3838650.0,352814.0,-3485836.0,8.25,-0.08093035013144925
0.835,1.468,28065000.0,487022016.0,458957016.0,528.665,8.928647673523265
0.019,0.09,23727.0,12461171.0,12437444.0,,-3.6790371276210676
0.015,0.151,358247.0,40886380.0,40528133.0,,-12.223706762918319
1.327,1.523,4910729.0,43478400.0,38567671.0,,8.507577462308362
1.912,2.158,96745000.0,845923968.0,749178968.0,,12.154953200660968
0.397,0.397,265554.0,606421.0,340867.0,,
6.947,7.148,77910.0,117500.0,39590.0,26.961,
0.716,0.86,1152000.0,664000.0,-488000.0,,-0.05235767229143668
0.021,0.057,385229.0,13174780.0,12789551.0,,-1.5618924596263322
9.591,9.591,3117000.0,0.0,-3117000.0,,
9.361,9.797,2158172.0,0.0,-2158172.0,,-0.0
0.118,0.173,29913.0,352929.0,323016.0,42.945,0.6948419753232256
0.289,1.102,453548.0,2470714.0,2017166.0,148.729,10.009252844925722
0.87,0.946,44838.0,25605.0,-19233.0,0.502,
1.877,4.399,2564000.0,288000.0,-2276000.0,5.183,-0.06808510638297872
0.118,0.833,1636.0,3097865.0,3096229.0,114.386,-309.0139650872818
0.05,0.11,2385000.0,197516992.0,195131992.0,,-10.971947116987002
0.029,0.029,21701.0,729012.0,707311.0,,
1.123,1.195,1826641.0,0.0,-1826641.0,,-0.0
2.09,2.425,2849816.0,0.0,-2849816.0,,-0.0
0.006,0.045,26987.0,4640994.0,4614007.0,,-4.350375842587619
2.546,2.727,335255.0,0.0,-335255.0,,-0.0
0.161,0.161,261000.0,1283000.0,1022000.0,,-0.48672230652503795
0.089,0.114,68658.0,0.0,-68658.0,,-0.0
0.001,0.001,1855.0,2125305.0,2123450.0,,-7.465592946466208
1.339,1.339,1075719.0,0.0,-1075719.0,,-0.0
0.851,0.978,586658.0,5461684.0,4875026.0,62.182,-0.9708562729618482
1.06,1.923,540908.0,516461.0,-24447.0,22.505,0.7465380568018872
0.219,0.708,7814843.0,23882880.0,16068037.0,,-87.0478377344049
19.678,22.381,6344786.0,0.0,-6344786.0,,-0.0
0.031,0.043,,159731.0,,,-0.07836842792141717
0.246,0.303,729569.0,8543523.0,7813954.0,62.756,-1.3339852176067775
0.073,0.11,33200.0,0.0,-33200.0,,
0.082,0.131,10416.0,3769715.0,3759299.0,,-2.7204644912851954
0.611,0.715,24978000.0,235980000.0,211002000.0,84.17,-3.9550825442051454
0.0,0.007,361.0,3804609.0,3804248.0,,
0.042,0.049,255263008.0,3197803008.0,2942540000.0,,
0.026,0.04,8196.0,0.0,-8196.0,,
0.015,0.015,2726.0,3030244.0,3027518.0,66.16,-6.849448584674293
2.022,2.221,1067756.0,68825.0,-998931.0,2.396,-0.009154087803961935
0.358,0.612,794886.0,0.0,-794886.0,,-0.0
0.004,0.004,22211.0,1368842.0,1346631.0,,
0.003,0.032,863.0,100000.0,99137.0,,
,,,,,,
0.754,2.81,148639008.0,39429000.0,-109210008.0,8.159,-0.22881001845382481
3.781,4.602,2781828.0,274539.0,-2507289.0,10.014,-0.0490930520042409
0.012,0.661,11805.0,402257.0,390452.0,,-0.9423164769572785
9.434,10.021,35190664.0,4507737.0,-30682927.0,3.514,0.8178545451180688
0.0,0.004,589.0,885201.0,884612.0,,
0.082,0.156,117923.0,1304190.0,1186267.0,,-0.5553785946369486
0.028,0.028,4149000.0,122941000.0,118792000.0,117.326,-1.3999362324781652
,,,104051.0,,,
0.707,11.254,1768.0,0.0,-1768.0,,-0.0
0.052,0.244,772000.0,96219000.0,95447000.0,,-10.765159991049451
1.09,1.581,14532718.0,16999848.0,2467130.0,67.234,-0.5495819842052605
0.938,1.769,85268000.0,556369024.0,471101024.0,,9.15487180162243
0.134,0.165,97321.0,1435351.0,1338030.0,55.082,-2.1528833332583384
0.624,1.918,47918.0,1840305.0,1792387.0,113.453,-13.606188310968172
2.048,2.633,3951000.0,1082000.0,-2869000.0,28.031,-0.14028263969920912
0.0,0.0,226.0,293571.0,293345.0,,
0.29,0.556,72914.0,250000.0,177086.0,,
1.905,3.351,555805.0,228188.0,-327617.0,,
0.033,0.033,27208.0,2006065.0,1978857.0,,-7.864115158904077
1.035,1.174,1000284.0,6505893.0,5505609.0,287.846,-0.07778463283232159
11.677,11.942,451113.0,0.0,-451113.0,,-0.0
0.004,0.06,22111.0,1023360.0,1001249.0,,-0.7003568304911449
7.73,8.325,476112.0,0.0,-476112.0,,-0.0
0.275,0.481,1225990.0,23165864.0,21939874.0,,-6.000751199198859
0.902,1.012,15691873.0,12896.0,-15678977.0,0.016,0.0010253234865387334
0.179,0.767,130840.0,1784234.0,1653394.0,,-1.16395981473025
0.001,0.001,598.0,349053.0,348455.0,,
0.026,0.041,183439.0,5997022.0,5813583.0,,-1.3188038930191615
0.015,0.015,15686.0,778545.0,762859.0,134.089,-0.8631510676511674
,,118245.0,12699293.0,12581048.0,,
0.322,0.429,833577.0,371047.0,-462530.0,63.686,-0.125671461221548
0.576,0.715,4087000.0,10277000.0,6190000.0,221.153,-0.5556036113964427
0.01,0.012,24994.0,2599146.0,2574152.0,,
0.002,0.002,1453.0,581372.0,579919.0,,
1.852,2.016,70614.0,22362.0,-48252.0,136.512,
0.346,0.74,23958000.0,88055000.0,64097000.0,,-1.2673796021762285
0.601,1.005,734000.0,64411000.0,63677000.0,,-13.34389890200953
2.366,3.54,3870000.0,1420000.0,-2450000.0,26.889,-0.4446532018161891
0.096,1.877,890336.0,12977780.0,12087444.0,7.807,-23.178083855435457
10.553,11.037,6135166.0,0.0,-6135166.0,,-0.0
0.129,0.165,2767210.0,12506800.0,9739590.0,52.685,-1.3358648985016968
6.768,6.774,667158.0,0.0,-667158.0,,
1.999,5.363,2057000.0,46000.0,-2011000.0,0.515,-0.006776664702416028
0.11,0.143,41777.0,373686.0,331909.0,136.638,-1.275122074394576
0.1,0.139,9511.0,10247492.0,10237981.0,,-1.0032003560323888
0.028,0.039,969000.0,58780000.0,57811000.0,,-30.694516971279374
0.18,0.976,383000.0,11915000.0,11532000.0,148.938,-19.958123953098827
0.005,0.451,17444.0,0.0,-17444.0,,-0.0
0.134,0.164,168358.0,1594643.0,1426285.0,,6.8215643915898445
0.037,0.112,8409.0,387441.0,379032.0,,-2.1924004074241736
0.905,1.015,19099000.0,80339000.0,61240000.0,,-2.442360308870919
6.83,7.539,12979924.0,43714.0,-12936210.0,0.206,-0.005899369819798908
0.005,0.041,16975.0,17821204.0,17804229.0,,-5.179813114970422
0.436,0.445,595205.0,1405144.0,809939.0,,1.370841434777561
,,,,,,
0.123,0.148,163896.0,4135986.0,3972090.0,,-0.6513048896691136
0.069,0.091,11400.0,9078700.0,9067300.0,,-9.461907243355915
0.827,0.987,90370000.0,104960000.0,14590000.0,73.277,-2.2670525724653334
0.216,0.227,2088429.0,5755298.0,3666869.0,298.263,-1.5362684729721505
,,,23572.0,,,
4.268,4.561,4443076.0,176773.0,-4266303.0,3.341,-0.026594619544073324
0.015,0.078,4522.0,650359.0,645837.0,,
0.645,2.177,372562.0,11424480.0,11051918.0,19.924,-4.516550898014208
0.082,0.082,19047.0,228933.0,209886.0,,
0.052,0.057,54433.0,983752.0,929319.0,15.417,
2.597,2.777,47272852.0,7730786.0,-39542066.0,14.009,-0.9544237983661876
,,13159000064.0,106668998656.0,93509998592.0,,
0.0,0.0,351.0,405046.0,404695.0,,
0.232,0.265,2247000.0,2522000.0,275000.0,,-0.14485095629199932
15.072,17.138,5230000.0,151048992.0,145818992.0,,-17.875620355029586
3.105,3.131,3326000.0,0.0,-3326000.0,,
2.037,3.926,10891002.0,460135.0,-10430867.0,2.725,-0.032797844644842256
72.939,72.939,253317.0,0.0,-253317.0,,
0.85,0.977,64837.0,0.0,-64837.0,,-0.0
0.001,0.001,6992.0,6158010.0,6151018.0,,
0.011,0.012,359697.0,32196340.0,31836643.0,,
0.32,0.776,25916000.0,46426000.0,20510000.0,,
2.42,2.765,4727677.0,334403.0,-4393274.0,4.785,-0.025564385705324936
0.108,0.153,150855.0,0.0,-150855.0,,
2.057,2.272,1540919.0,584638.0,-956281.0,23.719,-0.2982781500201781
0.03,0.03,1761.0,1036244.0,1034483.0,,
0.008,0.029,5518.0,363938.0,358420.0,,
13.291,13.837,159885.0,0.0,-159885.0,,
0.649,1.248,1289408.0,21305042.0,20015634.0,69.192,-8.266797610723652
0.141,3.373,304.0,0.0,-304.0,,-0.0
0.898,1.113,6902000.0,6905000.0,3000.0,,0.07798382724972895
0.004,0.004,4104.0,1453053.0,1448949.0,,-2.5863273177755906
1.208,1.324,1964000.0,2086000.0,122000.0,20.908,-0.2984690227500358
0.038,0.044,505111.0,4693549.0,4188438.0,,
0.127,0.146,23261.0,1156849.0,1133588.0,,
0.063,0.08,40654.0,532869.0,492215.0,,-2.0203717184585286
0.175,0.331,66851.0,2416969.0,2350118.0,83.684,-2.144155261187542
0.264,0.355,106419000.0,731726976.0,625307976.0,,-20.490814225707084
,1.151,496072.0,500000.0,3928.0,,
0.004,0.009,94077.0,20526592.0,20432515.0,,-5.888982990550816
0.081,0.319,9737.0,309919.0,300182.0,,
0.842,1.166,200452000.0,352822016.0,152370016.0,93.032,-0.7074069126633783
2.361,2.361,707590.0,128931.0,-578659.0,31.025,-0.25792028998553673
,,,0.0,,,-0.0
0.15,0.162,127943.0,7363691.0,7235748.0,,-7.960893335336974
0.001,0.003,6044.0,6782759.0,6776715.0,,-3.60050397168331
2.366,2.574,354553.0,0.0,-354553.0,,
0.116,0.49,160511.0,3624944.0,3464433.0,473.921,5.168958392450495
2.184,2.483,1300389.0,142413.0,-1157976.0,0.454,
0.398,0.586,266724.0,343365.0,76641.0,49.231,-0.12787539480990467
0.004,0.01,3262.0,112500.0,109238.0,,
,,818770.0,23559688.0,22740918.0,86.364,9.754425363166703
,,,,,,
312.68,534.125,308536.0,0.0,-308536.0,,
,,,,,,
,,,,,,
0.054,0.099,30365.0,1458725.0,1428360.0,,-1.5698871383816675
0.012,0.016,38790.0,3371965.0,3333175.0,,-1.031063715934717
0.197,0.203,,17400.0,,,-0.051536315331165254
0.155,0.409,918811.0,11201883.0,10283072.0,74.92,-2.555382716015587
0.854,1.201,7047245.0,22563096.0,15515851.0,585.751,7.062497026395591
0.137,0.41,3103000.0,141423008.0,138320008.0,,22.12154043485062
0.014,0.037,10187.0,283680.0,273493.0,,-0.6564554460486094
0.002,0.002,2724.0,14400039.0,14397315.0,,
,2.258,,25647.0,,,
0.035,0.035,80.0,755891.0,755811.0,,
0.006,0.081,23583.0,5560189.0,5536606.0,,-4.2865053679716425
0.181,0.453,,,,,
0.383,0.498,1107000.0,25000.0,-1082000.0,,-0.0013411297677163243
0.943,1.655,633734.0,109170.0,-524564.0,15.187,
1.401,1.437,4304514.0,2462786.0,-1841728.0,70.466,-0.9719587440081016
0.011,0.011,4551.0,823203.0,818652.0,,-0.6203101087121152
0.017,0.028,8162.0,150000.0,141838.0,,
,,394973.0,10470080.0,10075107.0,,
0.0,0.0,,223320.0,,,
0.453,0.589,2209000.0,19350000.0,17141000.0,,-4.6875
0.514,0.593,1445000.0,9760000.0,8315000.0,,-7.660910518053376
0.321,0.946,549484.0,10829287.0,10279803.0,489.835,6.021107511923468
0.123,0.137,7879.0,9013093.0,9005214.0,,-1.3303391540175296
0.019,0.021,4908.0,0.0,-4908.0,,
0.005,0.005,20376.0,3948002.0,3927626.0,,
0.008,0.012,,456571.0,,,
0.055,0.058,95516.0,3874374.0,3778858.0,149.613,1.8366871523952375
0.42,0.777,920000.0,3845000.0,2925000.0,951.733,29.8062015503876
0.036,0.081,88176.0,0.0,-88176.0,,-0.0
0.425,0.435,248814.0,0.0,-248814.0,,
0.123,0.148,163896.0,4135986.0,3972090.0,,-0.6513048896691136
,,,,,,
0.86,1.186,18520420.0,12725897.0,-5794523.0,34.434,2.682671689426486
0.397,0.683,45238.0,28853.0,-16385.0,,0.7282616926222267
0.068,0.121,125000.0,47310000.0,47185000.0,,-13.926994406829555
36.54,36.845,1461242.0,0.0,-1461242.0,,-0.0
0.0,0.0,3724.0,111603.0,107879.0,,
0.005,0.033,5381.0,0.0,-5381.0,,
0.001,0.002,4579.0,4117337.0,4112758.0,,-2.938482476887305
0.073,0.126,1117564.0,5408308.0,4290744.0,,-0.948922022457361
0.261,0.301,110390.0,0.0,-110390.0,,-0.0
0.002,0.007,2597.0,568667.0,566070.0,,
0.006,0.008,7506.0,0.0,-7506.0,,
0.075,0.204,207000.0,6826000.0,6619000.0,,-3.0555058191584603
0.045,0.045,1814.0,495843.0,494029.0,,
0.207,0.954,1257099.0,1457841.0,200742.0,7.637,-0.17436479083272216
1.868,1.947,16933000.0,22607000.0,5674000.0,,-0.8391610987379362
0.005,0.231,5618.0,661440.0,655822.0,,
0.019,0.228,117147.0,21856860.0,21739713.0,,-6.0052488909574775
0.687,0.928,3813061.0,0.0,-3813061.0,,
0.0,0.0,1699.0,8638588.0,8636889.0,,
,,,432526.0,,,
0.002,0.227,454658.0,36041232.0,35586574.0,,-0.15955265585353362
0.038,0.102,48767.0,267452.0,218685.0,,-0.4728993312799041
0.121,0.232,837497.0,3251408.0,2413911.0,,2.480477937502241
0.006,0.043,72086.0,0.0,-72086.0,,-0.0
0.085,0.1,51260.0,0.0,-51260.0,,-0.0
,,1328.0,0.0,-1328.0,,
0.634,0.677,340209.0,201670.0,-138539.0,3.7,
0.002,0.105,81000.0,9591000.0,9510000.0,,-0.8533677373431799
0.001,0.031,4477.0,243000.0,238523.0,,
0.169,0.405,309000.0,5451000.0,5142000.0,18.592,
0.086,0.108,206948.0,0.0,-206948.0,,-0.0
0.647,0.67,16936624.0,4747942.0,-12188682.0,65.971,
0.064,0.112,549181.0,7125122.0,6575941.0,270.766,-1.0649919450620047
0.007,0.258,3422.0,366066.0,362644.0,80.136,-2.454446709220619
0.007,0.258,3422.0,366066.0,362644.0,80.136,-2.454446709220619
4.913,5.112,22450000.0,2376000.0,-20074000.0,6.623,-0.08208671618586975
3.142,3.41,303531.0,0.0,-303531.0,,-0.0
,,292628.0,0.0,-292628.0,,
0.001,0.008,1106.0,1756259.0,1755153.0,,
0.007,0.219,18117.0,4157348.0,4139231.0,,-2.6122035048475976
0.057,0.066,74989.0,50000.0,-24989.0,,-0.08756552090101419
0.001,0.001,2179.0,1190419.0,1188240.0,,
0.116,0.116,63000.0,250000.0,187000.0,,-0.1725327812284334
0.0,0.0,282.0,571330.0,571048.0,,-1.2215867178396178
0.391,1.145,174090.0,5807239.0,5633149.0,48.302,-4.589164580409412
0.083,0.083,2376991.0,1197346.0,-1179645.0,,-0.6523357713943257
2.482,2.507,7321501.0,0.0,-7321501.0,,-0.0
0.005,0.007,120.0,5747622.0,5747502.0,,-9.930049705344231
0.04,0.737,53480000.0,2344207104.0,2290727104.0,,-9.83374347271629
1.678,1.678,8391.0,0.0,-8391.0,,
,,,99977.0,,,
0.288,0.294,2859.0,858084.0,855225.0,,
0.052,1.612,130255.0,2260005.0,2129750.0,38.54,-0.3133811224621385
,0.056,,15352000.0,,,
1.724,2.18,1227721.0,225000.0,-1002721.0,21.297,
,,,19130.0,,,
0.015,0.015,4836.0,230666.0,225830.0,,-4.904030955013181
3.019,3.249,2305924.0,108879.0,-2197045.0,4.51,-0.07659573570007513
0.071,0.174,59369.0,520343.0,460974.0,,-7.819297929251946
0.004,0.004,79411.0,4138023.0,4058612.0,,-4.303698164542217
5.18,13.995,188985.0,305637.0,116652.0,,-0.008667485516331865
,0.086,,479000.0,,,-0.036781079628349846
1.848,3.076,908820.0,426718.0,-482102.0,18.656,-2.8447108077117944
1.751,1.959,2296462.0,49605.0,-2246857.0,0.96,0.03647863677779028
0.03,0.03,1761.0,1036244.0,1034483.0,,
0.039,0.298,2364.0,32123.0,29759.0,6.559,-0.029912802824875594
0.196,0.243,,,,,
,,,472579.0,,,
0.445,0.451,1289417.0,1939401.0,649984.0,,-0.19542834547932872
0.039,0.099,369931.0,3927130.0,3557199.0,,-1.3587989265601623
,,1648.0,99652.0,98004.0,47.705,
0.0,0.0,3416.0,1562365.0,1558949.0,,-0.725875841972583
0.055,0.073,12106.0,546986.0,534880.0,,-1.0634488899603578
0.009,0.023,18143.0,1780003.0,1761860.0,,-0.6942416651163262
0.077,0.077,5091106.0,9497319.0,4406213.0,60.448,
0.169,0.169,1086.0,302926.0,301840.0,41.277,-10.077043345198097
0.0,0.186,505.0,923849.0,923344.0,,-6.204909664853248
0.048,0.081,886000.0,32392000.0,31506000.0,,-30.35801312089972
0.117,1.537,334726.0,4079428.0,3744702.0,143.696,2.225780332691695
0.042,0.042,,0.0,,,
0.65,11.761,75080.0,68308.0,-6772.0,5.496,
3.953,4.159,82.0,0.0,-82.0,,-0.0
25.126,25.274,22961758.0,26865.0,-22934893.0,,-0.002304000642187114
0.375,1.002,354497.0,23063294.0,22708797.0,69.937,-2.065655720672953
0.026,0.027,8931.0,770500.0,761569.0,,
0.016,0.072,50399.0,968445.0,918046.0,5.065,-0.15602852076561913
,,,175931.0,,,-4.211999329646389
0.225,0.264,83772.0,273950.0,190178.0,,
0.007,0.011,12958.0,895353.0,882395.0,,
,,16000.0,595000.0,579000.0,,
,,,255485.0,,,
0.04,0.04,15650.0,1255487.0,1239837.0,,
2.275,2.275,49332.0,43169.0,-6163.0,700.454,
0.135,0.135,71.0,449381.0,449310.0,,
0.274,0.42,42883.0,1224107.0,1181224.0,,
0.054,0.063,1614254.0,20804348.0,19190094.0,,41.72946106030853
0.045,0.045,1601.0,0.0,-1601.0,,-0.0
0.19,0.24,89861.0,200000.0,110139.0,,-2.0073267426105286
0.001,0.013,20214.0,7833536.0,7813322.0,,-6.147459882976319
0.407,2.458,286591.0,0.0,-286591.0,,-0.0
0.397,0.397,2250.0,510000.0,507750.0,,
0.0,0.379,50.0,2464884.0,2464834.0,,-7.888916271135449
16.577,16.577,79620.0,40031.0,-39589.0,2.766,
0.066,0.066,8825.0,664555.0,655730.0,,-2.6528929908743244
4.933,7.6,2924395.0,371661.0,-2552734.0,9.788,-0.044949599644138874
0.33,0.367,8639000.0,25747000.0,17108000.0,,-10.053494728621633
,,,423736.0,,,
,,,0.0,,,
0.132,0.379,183362.0,28113724.0,27930362.0,,-2.8461428736444523
0.001,0.041,906.0,352411.0,351505.0,,
0.007,0.007,62571.0,0.0,-62571.0,,
0.009,0.009,1301.0,0.0,-1301.0,,
0.0,0.0,333.0,12314.0,11981.0,,-0.08543735126171693
0.116,0.15,166698.0,2119752.0,1953054.0,,-3.1967401500230737
0.452,1.392,1215640.0,1499483.0,283843.0,49.823,-0.12107085498792952
0.57,0.707,201670.0,265593.0,63923.0,55.73,-0.28694640356790957
0.005,0.008,50718.0,9168711.0,9117993.0,,-4.395633376608683
,,,,,,
0.589,0.777,1372.0,1342544.0,1341172.0,,-2.141987156475609
0.001,0.007,1225.0,769296.0,768071.0,,
0.963,1.052,241850.0,683098.0,441248.0,697.459,4.577116361346002
,,948088.0,2074167.0,1126079.0,,
0.004,0.006,810.0,742047.0,741237.0,,-1.2549204309076458
0.202,0.202,57705.0,127029.0,69324.0,35.98,
,,,160021.0,,,
0.008,0.008,3245.0,106754.0,103509.0,,
0.065,0.071,241000.0,3218000.0,2977000.0,,-3.93398533007335
0.015,0.02,113148.0,1297724.0,1184576.0,,
0.001,0.001,23503.0,40939096.0,40915593.0,,
0.035,0.072,1861192.0,0.0,-1861192.0,,
0.001,0.01,1863.0,1858465.0,1856602.0,,
,,,50000.0,,1.969,
0.232,0.24,57605.0,0.0,-57605.0,,-0.0
0.012,0.013,254659.0,20468880.0,20214221.0,,-16.92608181525002
0.425,0.977,79000.0,10802000.0,10723000.0,1005.773,-5.384845463609173
1.99,2.744,3243594.0,508028.0,-2735566.0,11.052,-0.4225464338797023
0.078,0.078,492267.0,1178879.0,686612.0,,
1.159,1.323,998624.0,361053.0,-637571.0,5.5,
0.142,0.437,45976.0,841522.0,795546.0,,-0.087184313491469
0.007,0.007,3191.0,302395.0,299204.0,,
0.002,0.002,16057.0,3394775.0,3378718.0,,
0.501,0.901,4388.0,283592.0,279204.0,,
0.0,0.0,6454.0,28438796.0,28432342.0,,-19.67532675985399
0.016,0.067,15398.0,714575.0,699177.0,,
0.004,0.006,34000.0,2015000.0,1981000.0,8.357,
0.74,0.763,21132000.0,16911000.0,-4221000.0,,-0.36155474312103136
0.39,0.586,2547000.0,9306000.0,6759000.0,258.716,-4.425106990014266
0.574,0.606,407958.0,1265382.0,857424.0,,4.8069883527454245
0.046,0.073,109692.0,10254245.0,10144553.0,,-0.9306938286507803
12.4,12.4,4347000.0,0.0,-4347000.0,,
,,,251000.0,,,-5.248301097752222
0.009,0.009,2671.0,0.0,-2671.0,,
,,,1153113.0,,,
0.162,0.202,957112.0,1438860.0,481748.0,,-0.1407066350855964
0.006,0.012,17861.0,393942.0,376081.0,,-0.9742599233337456
0.024,0.024,26712.0,274157.0,247445.0,,-1.6422683870658568
0.03,0.04,11312.0,121105.0,109793.0,,-3.0946236009608015
0.01,0.07,34809.0,1660376.0,1625567.0,,-1.6483234588687516
0.037,0.037,28981.0,595469.0,566488.0,,
0.002,0.003,2737.0,0.0,-2737.0,,
0.135,0.144,437184.0,0.0,-437184.0,,-0.0
0.008,0.028,143000.0,24169000.0,24026000.0,,-1.574425118884763
0.168,0.4,2083000.0,18944000.0,16861000.0,,-0.4576287564015847
0.256,0.341,2669000.0,19913000.0,17244000.0,,-1.4544591337374917
0.456,0.515,583368000.0,1230845056.0,647477056.0,,27.370967911227734
